design	table_group	reform	target	target_key	spec_name	event_time	j	beta	se	tvalue	pvalue	n_event_obs	n_obs	r2	stars	N_event	spec_display
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	14	14	0.0253680528043341	0.24216987826936	0.1047531302638632	0.91657170197908	1.0	144	0.9469056483497		1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	15	15	-0.2924651608884306	0.1112066864622739	-2.6299242445969955	0.0085403896972406	1.0	144	0.9469056483497	***	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	16	16	-0.2802711443827564	0.1009554851392659	-2.7761854048457932	0.0055000834126679	1.0	144	0.9469056483497	***	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	17	17	-0.268077127899986	0.0914256164777835	-2.932188354071738	0.003365825440091	1.0	144	0.9469056483497	***	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	18	18	-0.3215567802708865	0.0847113466530228	-3.7959115629218014	0.0001471019347471	1.0	144	0.9469056483497	***	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	19	19	-0.3093627637723778	0.0727193919215294	-4.254198991463062	2.097986698915143e-05	1.0	144	0.9469056483497	***	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	20	20	-0.297168747287576	0.0611699122961187	-4.85808686219796	1.1852541377987875e-06	1.0	144	0.9469056483497	***	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	21	21	-0.1830439098166896	0.0848159559584083	-2.1581305987572663	0.0309176793443896	1.0	144	0.9469056483497	**	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	22	22	-0.1708498933044817	0.0864602049661092	-1.9760523742853917	0.0481488456581702	1.0	144	0.9469056483497	**	1.0	TWFE+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	23	23	-0.1586558768158647	0.0899918785221579	-1.763002166654408	0.0779001242390875	1.0	144	0.9469056483497	*	1.0	TWFE+Tr
