reform	target	spec_name	window	a	b	beta	se	n_obs	r2	t_stat	p_norm	stars_norm	ci_low_95	ci_high_95
haifa_priv	Haifa-Legacy terminal	tr_shocks	post_1yr	1	12	0.043291215374066	0.0314352871509816	117	0.947706610130202	1.377153488884678	0.1684647983098182		-0.018321947441857937	0.10490437818998993
haifa_priv	Haifa-Legacy terminal	tr_shocks	post_2yrs	1	24	0.043291215374066	0.0314352871509816	117	0.947706610130202	1.377153488884678	0.1684647983098182		-0.018321947441857937	0.10490437818998993
haifa_priv	Haifa-Legacy terminal	tr_shocks	full_post	1	8	0.043291215374066	0.0314352871509816	117	0.947706610130202	1.377153488884678	0.1684647983098182		-0.018321947441857937	0.10490437818998993
haifa_priv	Haifa-Bayport terminal	tr_shocks	avg_pre	-12	-2	0.1616147997398792	0.1173542392801198	117	0.9477066101302016	1.3771534861566546	0.16846479915306967		-0.06839950924915561	0.391629108728914
haifa_priv	Haifa-Bayport terminal	tr_shocks	post_1yr	1	12	0.0432912154560261	0.0314352871706525	117	0.9477066101302016	1.3771534906301768	0.168464797770272		-0.018321947398452797	0.104904378310505
haifa_priv	Haifa-Bayport terminal	tr_shocks	post_2yrs	1	24	0.0432912154560261	0.0314352871706525	117	0.9477066101302016	1.3771534906301768	0.168464797770272		-0.018321947398452797	0.104904378310505
haifa_priv	Haifa-Bayport terminal	tr_shocks	full_post	1	8	0.0432912154560261	0.0314352871706525	117	0.9477066101302016	1.3771534906301768	0.168464797770272		-0.018321947398452797	0.104904378310505
haifa_comp	Haifa-Bayport terminal	baseline	post_yr2	13	24	-0.0307910822537986	1.0259163401905756e-14	91	1.0	-3001324869051.097	0.0	***	-0.03079108225381871	-0.030791082253778492
haifa_comp	Haifa-Legacy terminal	baseline	post_yr2	13	24	-0.0251138950311116	8.2637735812048e-15	91	1.0	-3039034744155.0024	0.0	***	-0.025113895031127795	-0.025113895031095405
ashdod_comp	Ashdod-HCT terminal	baseline	post_yr2	13	24			95	1.0					
ashdod_comp	Ashdod-Legacy terminal	baseline	post_yr2	13	24			95	1.0					
haifa_priv	Haifa-Legacy terminal	baseline	post_yr2	13	24			117	0.9473313190845972					
haifa_priv	Haifa-Bayport terminal	baseline	post_yr2	13	24			117	0.9473313190845972					
haifa_comp	Haifa-Bayport terminal	porttr	post_yr2	13	24	0.1542548062511861	3.257396905446127e-11	91	1.0	4735523816.372622	0.0	***	0.1542548061873411	0.15425480631503108
haifa_comp	Haifa-Legacy terminal	porttr	post_yr2	13	24	0.1574875610293333	3.257536560173365e-11	91	1.0	4834560046.225602	0.0	***	0.1574875609654856	0.15748756109318102
ashdod_comp	Ashdod-HCT terminal	porttr	post_yr2	13	24			95	1.0					
ashdod_comp	Ashdod-Legacy terminal	porttr	post_yr2	13	24			95	1.0					
haifa_priv	Haifa-Legacy terminal	porttr	post_yr2	13	24			117	0.9477066101302016					
haifa_priv	Haifa-Bayport terminal	porttr	post_yr2	13	24			117	0.947706610130202					
haifa_comp	Haifa-Bayport terminal	tr_shocks	post_yr2	13	24	0.1561750056741235	1.3237650583934122e-11	91	1.0	11797788790.683548	0.0	***	0.1561750056481777	0.1561750057000693
haifa_comp	Haifa-Legacy terminal	tr_shocks	post_yr2	13	24	0.1594075504545724	1.3236455599102025e-11	91	1.0	12043069178.231276	0.0	***	0.15940755042862895	0.15940755048051583
ashdod_comp	Ashdod-HCT terminal	tr_shocks	post_yr2	13	24			95	1.0					
ashdod_comp	Ashdod-Legacy terminal	tr_shocks	post_yr2	13	24			95	1.0					
haifa_priv	Haifa-Legacy terminal	tr_shocks	post_yr2	13	24			117	0.947706610130202					
haifa_priv	Haifa-Bayport terminal	tr_shocks	post_yr2	13	24			117	0.9477066101302016					
