design	table_group	reform	target	target_key	spec_name	event_time	bin_label	a	b	j	beta	se	t	pvalue	n_event_obs	n_obs	r2	se_type
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	7	m7_12	7	12	7	0.29382224429415826	0.037973576378818506	7.7375446906299565	1.0135506080914714e-14	6	88	0.6231964824954224	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	13	m13_24	13	24	13	0.26663883177283854	0.08603623814399064	3.099145633571177	0.001940795945572181	12	88	0.6231964824954224	HC1
TWFE	competition	ashdod_comp	Ashdod-Legacy	ashdod_legacy	porttr	25	m25_120	25	120	25	0.2690912158335754	0.11840793746319628	2.2725775112602964	0.02305165212556246	1	88	0.6231964824954224	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-24	pre_24_13	-24	-13	-24	-0.07929212848810963	3.6484389758261134e-14	-2173316561233.0288	0.0	4	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-12	pre_12_2	-12	-2	-12	-2.7200464103316335e-15	3.4548657576998025e-14	-0.0787308856869333	0.9372466784969151	11	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	0	m0	0	0	0	-0.08435008231690917	4.531016282232062e-14	-1861615078446.7446	0.0	1	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	1	m1_3	1	3	1	-0.08435008231690891	3.816613588852082e-14	-2210076560102.5586	0.0	3	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	4	m4_6	4	6	4	-0.08435008231691346	3.99371821537799e-14	-2112068948483.138	0.0	3	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	7	m7_12	7	12	7	-0.13214834320769298	0.04878389573952254	-2.7088517881656644	0.006751649312251122	6	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	13	m13_24	13	24	13	-0.3711396476616262	3.472123608860487e-14	-10689125430745.543	0.0	11	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	25	m25_120	25	120	25	0.0	0.0			0	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-24	pre_24_13	-24	-13	-24	-0.15070721655078323	0.019949200206728364	-7.554549304686083	4.2031272519890433e-14	4	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	-12	pre_12_2	-12	-2	-12	-0.17817224508107898	0.038369794905715314	-4.64355479404816	3.4246511238922165e-06	11	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	0	m0	0	0	0	-0.08455063393881446	0.0014659891429852287	-57.67480226125139	0.0	1	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	1	m1_3	1	3	1	-0.13933033580278997	0.04040587898931764	-3.4482688976924774	0.0005641920499691978	3	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	4	m4_6	4	6	4	-0.25476807837760074	0.015566969865085318	-16.36593894544707	3.348236763129971e-60	3	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	7	m7_12	7	12	7	-0.31277408727468026	0.01683794816146895	-18.575546395279655	5.0686547201485424e-77	6	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	13	m13_24	13	24	13	-0.4968489591792542	0.04148794552389574	-11.975742662241132	4.76154575435034e-33	11	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	25	m25_120	25	120	25	0.0	0.0			0	80	0.45925343417347486	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-24	pre_24_13	-24	-13	-24	0.07929212848810692	2.0967590854528687e-14	3781651837744.678	0.0	4	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-12	pre_12_2	-12	-2	-12	4.649058915617843e-15	1.9923276211960493e-14	0.23334811334025898	0.8154911005686954	11	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	0	m0	0	0	0	0.08435008231691087	2.1550924663252134e-14	3913989011373.6797	0.0	1	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	1	m1_3	1	3	1	0.08435008231691572	2.0210273566667267e-14	4173623975878.9814	0.0	3	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	4	m4_6	4	6	4	0.08435008231690946	2.1052019722671962e-14	4006745358787.0566	0.0	3	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	7	m7_12	7	12	7	0.13214834320769805	0.048783895739522624	2.708851788165764	0.006751649312249099	6	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	13	m13_24	13	24	13	0.3711396476616279	2.005414005698697e-14	18506884194833.418	0.0	11	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	25	m25_120	25	120	25	0.0	0.0			0	80	0.9726542780159577	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-24	pre_24_13	-24	-13	-24	-0.21170434670993243	0.021802382515892203	-9.710147345392954	2.729422641336336e-22	4	80	0.32296516279024035	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	-12	pre_12_2	-12	-2	-12	-0.24052302670208592	0.048446525624266046	-4.964711578442108	6.880324229332212e-07	11	80	0.32296516279024035	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	0	m0	0	0	0	0.010191245314927766	0.0015873836101859703	6.420152790750945	1.3613763632576434e-10	1	80	0.32296516279024035	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	1	m1_3	1	3	1	-0.023804862675378402	0.035940078465013986	-0.662348656209845	0.5077478007561973	3	80	0.32296516279024035	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	4	m4_6	4	6	4	-0.10806721443968748	0.012637224670227886	-8.551499024487843	1.2150010290362648e-17	3	80	0.32296516279024035	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	7	m7_12	7	12	7	-0.07151187623023336	0.04935660311518571	-1.4488816433202039	0.1473706383654535	6	80	0.32296516279024035	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	13	m13_24	13	24	13	0.07173483028221117	0.0365428271175595	1.9630344978903198	0.04964216564958717	11	80	0.32296516279024035	HC1
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	25	m25_120	25	120	25	0.0	0.0			0	80	0.32296516279024035	HC1
