design	table_group	reform	target	target_key	spec_name	window	a	b	beta	se	n_obs	r2	used_bins
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	avg_pre	-4	-2	0.10810259508711861	0.04163321922845266	23	0.980136249198342	bin_pre_4_2
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	post_y1	1	4	0.03888514259665947	0.008322523206235647	23	0.980136249198342	bin_q1_2,bin_q3_4
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	post_y1_2	1	8	0.019442571298329735	0.004161261603117823	23	0.980136249198342	bin_q1_2,bin_q3_4,bin_q5_8
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	baseline	full_post	1	40	0.003888514259665947	0.0008322523206235648	23	0.980136249198342	bin_q1_2,bin_q3_4,bin_q5_8,bin_q9_40
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	avg_pre	-4	-2	0.012625636543818652	0.0700693940468992	23	0.8836420778441854	bin_pre_4_2
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	post_y1	1	4	0.13957833358559346	0.08613145420744416	23	0.8836420778441854	bin_q1_2,bin_q3_4
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	post_y1_2	1	8	0.06978916679279673	0.04306572710372208	23	0.8836420778441854	bin_q1_2,bin_q3_4,bin_q5_8
NYT	competition	haifa_comp	Haifa-Legacy	haifa_legacy	porttr	full_post	1	40	0.013957833358559346	0.008613145420744418	23	0.8836420778441854	bin_q1_2,bin_q3_4,bin_q5_8,bin_q9_40
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	avg_pre	-4	-2	7.771561172376096e-16	1.1580499465147647e-14	28	0.9511857377821554	bin_pre_4_2
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	post_y1	1	4	-0.15604747365308858	0.07169739133617883	28	0.9511857377821554	bin_q1_2,bin_q3_4
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	post_y1_2	1	8	-0.26359356065735573	0.03584869566808941	28	0.9511857377821554	bin_q1_2,bin_q3_4,bin_q5_8
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	full_post	1	40	-0.052718712131471154	0.007169739133617883	28	0.9511857377821554	bin_q1_2,bin_q3_4,bin_q5_8,bin_q9_40
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	avg_pre	-4	-2	-0.22858341954140826	0.06005092838943496	28	0.5791355290018556	bin_pre_4_2
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	post_y1	1	4	-0.2970699594109161	0.02885903244253937	28	0.5791355290018556	bin_q1_2,bin_q3_4
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	post_y1_2	1	8	-0.41166320417820246	0.04563526951812566	28	0.5791355290018556	bin_q1_2,bin_q3_4,bin_q5_8
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	full_post	1	40	-0.08233264083564049	0.009127053903625133	28	0.5791355290018556	bin_q1_2,bin_q3_4,bin_q5_8,bin_q9_40
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	avg_pre	-4	-2	-4.718447854656915e-16	3.0478343434354086e-14	28	0.9511857377821553	bin_pre_4_2
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	post_y1	1	4	0.15604747365308677	0.07169739133617889	28	0.9511857377821553	bin_q1_2,bin_q3_4
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	post_y1_2	1	8	0.26359356065735484	0.035848695668089466	28	0.9511857377821553	bin_q1_2,bin_q3_4,bin_q5_8
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	full_post	1	40	0.052718712131470974	0.007169739133617892	28	0.9511857377821553	bin_q1_2,bin_q3_4,bin_q5_8,bin_q9_40
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	avg_pre	-4	-2	-0.28579623463128323	0.07599574734496582	28	0.40798752470353394	bin_pre_4_2
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	post_y1	1	4	-0.040900059350545304	0.06950620021404379	28	0.40798752470353394	bin_q1_2,bin_q3_4
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	post_y1_2	1	8	0.002113996090075898	0.05443328494258498	28	0.40798752470353394	bin_q1_2,bin_q3_4,bin_q5_8
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	full_post	1	40	0.0004227992180151801	0.010886656988516997	28	0.40798752470353394	bin_q1_2,bin_q3_4,bin_q5_8,bin_q9_40
