port	date	TEU	tons	LP_mix	TEU_term	LP_term_avg	LP_term_wavg	L_hours	tons_tonsopt	TEU_teuopt	LP_port
Haifa	2022-07-01		356585.872					90.16326530612244	1109.4355		
Haifa	2022-08-01		1157608.5					90.16326530612244	1157.6085		
Haifa	2022-08-01		389607.91					90.16326530612244	1157.6085		
Haifa	2022-08-01		1157608.5					90.16326530612244	1157.6085		
Haifa	2022-08-01		389607.91					90.16326530612244	1157.6085		
Haifa	2022-09-01	856151.1414800826	938265.2		856151.1414800826		0.0	90.16326530612244	938.2652		0.0
Haifa	2022-09-01	856151.1414800826	441155.694		856151.1414800826		0.0	90.16326530612244	938.2652		0.0
Haifa	2022-09-01	856151.1414800826	938265.2		856151.1414800826		0.0	90.16326530612244	938.2652		0.0
Haifa	2022-09-01	856151.1414800826	441155.694		856151.1414800826		0.0	90.16326530612244	938.2652		0.0
Haifa	2022-10-01		926270.6					90.16326530612244	926.2706		
Haifa	2022-10-01		465296.035					90.16326530612244	926.2706		
Haifa	2022-10-01		926270.6					90.16326530612244	926.2706		
Haifa	2022-10-01		465296.035					90.16326530612244	926.2706		
Haifa	2022-11-01		764510.0					90.16326530612244	764.51		
Haifa	2022-11-01		604526.071					90.16326530612244	764.51		
Haifa	2022-11-01		764510.0					90.16326530612244	764.51		
Haifa	2022-11-01		604526.071					90.16326530612244	764.51		
Haifa	2022-12-01	1035463.1714892586	799310.5		1035463.1714892586		0.0	90.16326530612244	799.3105		0.0
Haifa	2022-12-01	1035463.1714892586	645669.523		1035463.1714892586		0.0	90.16326530612244	799.3105		0.0
Haifa	2022-12-01	1035463.1714892586	799310.5		1035463.1714892586		0.0	90.16326530612244	799.3105		0.0
Haifa	2022-12-01	1035463.1714892586	645669.523		1035463.1714892586		0.0	90.16326530612244	799.3105		0.0
Haifa	2023-01-01		926311.6					94.0	926.3116		
Haifa	2023-01-01		818797.296					94.0	926.3116		
Haifa	2023-01-01		926311.6					94.0	926.3116		
Haifa	2023-01-01		818797.296					94.0	926.3116		
Haifa	2023-02-01		816343.7999999999					94.0	816.3438		
Haifa	2023-02-01		699640.591					94.0	816.3438		
Haifa	2023-02-01		816343.7999999999					94.0	816.3438		
Haifa	2023-02-01		699640.591					94.0	816.3438		
Haifa	2023-03-01	784712.0	889686.5		784712.0		0.0	94.0	889.6865		0.0
Haifa	2023-03-01	784712.0	886173.937		784712.0		0.0	94.0	889.6865		0.0
Haifa	2023-03-01	784712.0	889686.5		784712.0		0.0	94.0	889.6865		0.0
Haifa	2023-03-01	784712.0	886173.937		784712.0		0.0	94.0	889.6865		0.0
Haifa	2023-04-01		992506.2					94.0	992.5062		
Haifa	2023-04-01		909574.218					94.0	992.5062		
Haifa	2023-04-01		992506.2					94.0	992.5062		
Haifa	2023-04-01		909574.218					94.0	992.5062		
Haifa	2023-05-01		1172930.9					94.0	1172.9309		
Haifa	2023-05-01		827134.322					94.0	1172.9309		
Haifa	2023-05-01		1172930.9					94.0	1172.9309		
Haifa	2023-05-01		827134.322					94.0	1172.9309		
Haifa	2023-06-01	846233.5	1065118.8		846233.5		0.0	94.0	1065.1188		0.0
Haifa	2023-06-01	846233.5	785214.804		846233.5		0.0	94.0	1065.1188		0.0
Haifa	2023-06-01	846233.5	1065118.8		846233.5		0.0	94.0	1065.1188		0.0
Haifa	2023-06-01	846233.5	785214.804		846233.5		0.0	94.0	1065.1188		0.0
Haifa	2023-07-01		1067451.6					94.0	1067.4516		
Haifa	2023-07-01		804568.525					94.0	1067.4516		
Haifa	2023-07-01		1067451.6					94.0	1067.4516		
Haifa	2023-07-01		804568.525					94.0	1067.4516		
Haifa	2023-08-01		1090791.9					94.0	1090.7919		
Haifa	2023-08-01		664269.049					94.0	1090.7919		
Haifa	2023-08-01		1090791.9					94.0	1090.7919		
Haifa	2023-08-01		664269.049					94.0	1090.7919		
Haifa	2023-09-01	782103.0	934315.9		782103.0		0.0	94.0	934.3159		0.0
Haifa	2023-09-01	782103.0	770633.742		782103.0		0.0	94.0	934.3159		0.0
Haifa	2023-09-01	782103.0	934315.9		782103.0		0.0	94.0	934.3159		0.0
Haifa	2023-09-01	782103.0	770633.742		782103.0		0.0	94.0	934.3159		0.0
Haifa	2023-10-01		1164266.4					94.0	1164.2664		
Haifa	2023-10-01		563273.7					94.0	1164.2664		
Haifa	2023-10-01		1164266.4					94.0	1164.2664		
Haifa	2023-10-01		563273.7					94.0	1164.2664		
Haifa	2023-11-01		835100.9					94.0	835.1009		
Haifa	2023-11-01		466260.267					94.0	835.1009		
Haifa	2023-11-01		835100.9					94.0	835.1009		
Haifa	2023-11-01		466260.267					94.0	835.1009		
Haifa	2023-12-01	676718.0	707471.4		676718.0		0.0	94.0	707.4714		0.0
Haifa	2023-12-01	676718.0	393756.536		676718.0		0.0	94.0	707.4714		0.0
Haifa	2023-12-01	676718.0	707471.4		676718.0		0.0	94.0	707.4714		0.0
Haifa	2023-12-01	676718.0	393756.536		676718.0		0.0	94.0	707.4714		0.0
Haifa	2024-01-01		737276.8999999999					91.0	737.2769		
Haifa	2024-01-01		426689.837					91.0	737.2769		
Haifa	2024-01-01		737276.8999999999					91.0	737.2769		
Haifa	2024-01-01		426689.837					91.0	737.2769		
Haifa	2024-02-01		850760.9					91.0	850.7609		
Haifa	2024-02-01		497526.081					91.0	850.7609		
Haifa	2024-02-01		850760.9					91.0	850.7609		
Haifa	2024-02-01		497526.081					91.0	850.7609		
Haifa	2024-03-01	649511.5	772148.2999999999		649511.5		0.0	91.0	772.1483		0.0
Haifa	2024-03-01	649511.5	606017.034		649511.5		0.0	91.0	772.1483		0.0
Haifa	2024-03-01	649511.5	772148.2999999999		649511.5		0.0	91.0	772.1483		0.0
Haifa	2024-03-01	649511.5	606017.034		649511.5		0.0	91.0	772.1483		0.0
Haifa	2024-04-01		755350.9					91.0	755.3509		
Haifa	2024-04-01		361245.19					91.0	755.3509		
Haifa	2024-04-01		755350.9					91.0	755.3509		
Haifa	2024-04-01		361245.19					91.0	755.3509		
Haifa	2024-05-01		756037.2999999999					91.0	756.0373		
Haifa	2024-05-01		563072.027					91.0	756.0373		
Haifa	2024-05-01		756037.2999999999					91.0	756.0373		
Haifa	2024-05-01		563072.027					91.0	756.0373		
Haifa	2024-06-01	561431.0	725921.5		561431.0		0.0	91.0	725.9215		0.0
Haifa	2024-06-01	561431.0	347620.456		561431.0		0.0	91.0	725.9215		0.0
Haifa	2024-06-01	561431.0	725921.5		561431.0		0.0	91.0	725.9215		0.0
Haifa	2024-06-01	561431.0	347620.456		561431.0		0.0	91.0	725.9215		0.0
Haifa	2024-07-01		806388.5					91.0	806.3885		
Haifa	2024-07-01		352176.361					91.0	806.3885		
Haifa	2024-07-01		806388.5					91.0	806.3885		
Haifa	2024-07-01		352176.361					91.0	806.3885		
Haifa	2024-08-01		874817.0					91.0	874.817		
Haifa	2024-08-01		408474.845					91.0	874.817		
Haifa	2024-08-01		874817.0					91.0	874.817		
Haifa	2024-08-01		408474.845					91.0	874.817		
Haifa	2024-09-01	604113.5	904670.1		604113.5		0.0	91.0	904.6701		0.0
Haifa	2024-09-01	604113.5	397717.295		604113.5		0.0	91.0	904.6701		0.0
Haifa	2024-09-01	604113.5	904670.1		604113.5		0.0	91.0	904.6701		0.0
Haifa	2024-09-01	604113.5	397717.295		604113.5		0.0	91.0	904.6701		0.0
Haifa	2024-10-01		908064.5					91.0	908.0645		
Haifa	2024-10-01		441459.022					91.0	908.0645		
Haifa	2024-10-01		908064.5					91.0	908.0645		
Haifa	2024-10-01		441459.022					91.0	908.0645		
Haifa	2024-11-01		965822.5					91.0	965.8225		
Haifa	2024-11-01		418159.261					91.0	965.8225		
Haifa	2024-11-01		965822.5					91.0	965.8225		
Haifa	2024-11-01		418159.261					91.0	965.8225		
Haifa	2024-12-01	607012.0	851457.7000000001		607012.0		0.0	91.0	851.4577		0.0
Haifa	2024-12-01	607012.0	429429.715		607012.0		0.0	91.0	851.4577		0.0
Haifa	2024-12-01	607012.0	851457.7000000001		607012.0		0.0	91.0	851.4577		0.0
Haifa	2024-12-01	607012.0	429429.715		607012.0		0.0	91.0	851.4577		0.0
Haifa	2025-01-01		990758.5						990.7585		
Haifa	2025-01-01		491298.547						990.7585		
Haifa	2025-01-01		990758.5						990.7585		
Haifa	2025-01-01		491298.547						990.7585		
Haifa	2025-02-01		937137.5						937.1375		
Haifa	2025-02-01		537610.0719999999						937.1375		
Haifa	2025-02-01		937137.5						937.1375		
Haifa	2025-02-01		537610.0719999999						937.1375		
Haifa	2025-03-01		1068912.8						1068.9128		
Haifa	2025-03-01		474635.748						1068.9128		
Haifa	2025-03-01		1068912.8						1068.9128		
Haifa	2025-03-01		474635.748						1068.9128		
Haifa	2025-04-01		990340.1						990.3401		
Haifa	2025-04-01		463038.444						990.3401		
Haifa	2025-04-01		990340.1						990.3401		
Haifa	2025-04-01		463038.444						990.3401		
Haifa	2025-05-01		1057106.8						1057.1068		
Haifa	2025-05-01		491606.543						1057.1068		
Haifa	2025-05-01		1057106.8						1057.1068		
Haifa	2025-05-01		491606.543						1057.1068		
Haifa	2025-06-01		796281.3999999999						796.2814		
Haifa	2025-06-01		397801.964						796.2814		
Haifa	2025-06-01		796281.3999999999						796.2814		
Haifa	2025-06-01		397801.964						796.2814		
Haifa	2025-07-01		914763.3						914.7633		
Haifa	2025-07-01		439677.45						914.7633		
Haifa	2025-07-01		914763.3						914.7633		
Haifa	2025-07-01		439677.45						914.7633		
Haifa	2025-08-01		735513.5						735.5135		
Haifa	2025-08-01		518395.2759999999						735.5135		
Haifa	2025-08-01		735513.5						735.5135		
Haifa	2025-08-01		518395.2759999999						735.5135		
