terminal,k,beta,se,t,p,ci_lo,ci_hi,n_k
HCT,-8,3.7555451074706947,0.024111492633936766,155.75747070029126,0.0,3.7082865819081787,3.8028036330332107,12
HCT,-7,3.7522448995161883,0.021316678803101334,176.02389819610545,0.0,3.71046420906211,3.794025589970267,1
HCT,-6,3.870479060337521,0.12144445029370943,31.8703658419705,6.875168933481906e-223,3.632447937761851,4.108510182913192,1
HCT,-5,6.50703571470684,2.5432099260009684,2.558591663307452,0.010509710891262554,1.5223442597449415,11.491727169668739,1
HCT,-4,2.88152966880165,0.5270858191582622,5.466907976016795,4.5795364659728966e-08,1.848441463251456,3.914617874351844,1
HCT,-3,3.2991650398377974,0.17340716396239264,19.025540608883365,1.048009040701728e-80,2.959286998471508,3.639043081204087,1
HCT,-2,3.399053207970237,0.08881587829754937,38.27078303029093,0.0,3.22497408650704,3.5731323294334336,1
