series_id	level	freq	port	terminal	year	month	quarter	month_index	quarter_index	TEU	tons	L_hours	w	Pi	LP	LP_id	tons_source	lp_definition
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2021		Q3		8087	8695.19848739153	17669.0	282.17809115652886	1.0		30.81457689274735	30.81457689274735		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2021		Q4		8088	15628.2163177368	31146.6	497.4185372129687	1.0		31.418644760007428	31.418644760007428		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2022		Q1		8089	20319.0	44201.76	205.98415221385378	1.0		98.64351107411755	98.64351107411755		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2022		Q2		8090	26586.0	145560.874	678.3266826116786	1.0		39.19350466598065	39.19350466598065		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2022		Q3		8091	60333.0	456385.27799999993	2126.7961857562677	1.0		28.368021535898222	28.368021535898222		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2022		Q4		8092	58997.25	558991.1506	2604.948722661443	1.0		22.648142547590442	22.648142547590442		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2023		Q1		8093	88325.0	819496.103884	3246.131064344858	1.0		27.2093141802412	27.2093141802412		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2023		Q2		8094	150543.75	1440455.2289299988	5705.831233688853	1.0		26.384192562714933	26.384192562714933		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2023		Q3		8095	148688.25	1287423.20406262	5099.651402683934	1.0		29.156551744251722	29.156551744251722		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2023		Q4		8096	87411.25	735027.0428609999	2911.5380849966427	1.0		30.022361874789212	30.022361874789212		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2024		Q1		8097	102072.75	878020.306786999	1703.769072788557	1.0		59.9099676301423	59.9099676301423		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2024		Q2		8098	184935.0	1617510.2709970009	3138.724643769633	1.0		58.92042819592215	58.92042819592215		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2024		Q3		8099	218264.5	1783830.3601570008	3461.4632204333134	1.0		63.05555948466128	63.05555948466128		raw_teu_over_labor
Ashdod_HCT_Q	terminal	Q	Ashdod	Ashdod-HCT	2024		Q4		8100	187394.75	1572425.825951001	3051.2397843199715	1.0		61.415936880150696	61.415936880150696		raw_teu_over_labor
Ashdod_Legacy_Q	terminal	Q	Ashdod	Ashdod-Legacy	2021		Q3		8087	408566.326442004	5736715.4	10160.557363143624	1.0		40.21101518741839	40.21101518741839		raw_teu_over_labor
Ashdod_Legacy_Q	terminal	Q	Ashdod	Ashdod-Legacy	2021		Q4		8088	397432.6401498001	6023263.699999999	10668.076080119068	1.0		37.25438749827179	37.25438749827179		raw_teu_over_labor
Ashdod_Legacy_Q	terminal	Q	Ashdod	Ashdod-Legacy	2022		Q1		8089	360499.0	5653663.34	10651.296174813107	1.0		33.84555213594232	33.84555213594232		raw_teu_over_labor
