port	company	operator_or_owner	month	year	K_low	K_central	K_high	K_HPC_low	K_HPC_central	K_HPC_high	K_IPC_low	K_IPC_central	K_IPC_high	K_cluster_low	K_cluster_central	K_cluster_high
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-03-01	2022	12120385.665198913	11388398.50393877	10688996.779526256	1163929.7716043922	1093572.7979047308	1026330.9370970352	12120385.665198913	11388398.50393877	10688996.779526256	13284315.436803306	12481971.301843502	11715327.716623291
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-04-01	2022	12094374.790286437	11344867.724751802	10629957.052167848	1159926.8252596003	1087857.8152839402	1019082.4065331024	12094374.790286437	11344867.724751802	10629957.052167848	13254301.615546037	12432725.540035743	11649039.45870095
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-05-01	2022	12069256.125603689	11302899.597304452	10573132.34191836	1156023.008910459	1082315.857920626	1012085.403749394	12069256.125603689	11302899.597304452	10573132.34191836	13225279.134514147	12385215.455225078	11585217.745667754
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-06-01	2022	12043354.976907482	11259695.62737202	10514732.58152295	1152047.4783364658	1076666.71463601	1004962.3154650136	12043354.976907482	11259695.62737202	10514732.58152295	13195402.455243949	12336362.34200803	11519694.896987965
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-07-01	2022	12018342.274674816	11218042.577501994	10458523.82833951	1148170.3633007435	1071188.3404896797	998085.8123980477	12018342.274674816	11218042.577501994	10458523.82833951	13166512.637975559	12289230.917991674	11456609.640737558
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-08-01	2022	11992550.389317617	11175162.963289132	10400757.097921994	1144222.059412583	1065604.2252173063	991085.7858322682	11992550.389317617	11175162.963289132	10400757.097921994	13136772.4487302	12240767.18850644	11391842.88375426
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-09-01	2022	11966813.854468375	11132447.251227856	10343309.436925547	1140287.4541322174	1060052.783507058	984147.3356404334	11966813.854468375	11132447.251227856	10343309.436925547	13107101.308600593	12192500.034734914	11327456.772565981
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-10-01	2022	11941960.119592212	11091264.931929354	10288017.062846327	1136450.196785607	1054668.7643659618	977448.2010334488	11941960.119592212	11091264.931929354	10288017.062846327	13078410.316377819	12145933.696295315	11265465.263879776
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-11-01	2022	11916332.153662683	11048869.909970034	10231192.111452151	1132542.5358913883	1049181.1469888636	970629.3105082414	11916332.153662683	11048869.909970034	10231192.111452151	13048874.689554071	12098051.056958897	11201821.421960393
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2022-12-01	2022	11891583.263636844	11007996.768759305	10176499.08452957	1128731.5213318863	1043858.7696226372	964045.0348646364	11891583.263636844	11007996.768759305	10176499.08452957	13020314.78496873	12051855.538381942	11140544.119394206
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-01-01	2023	11882059.70523339	10982501.742157474	10137474.69248648	1124569.3179793986	1038103.7746967518	956895.6249659082	11882059.70523339	10982501.742157474	10137474.69248648	13006629.023212789	12020605.516854227	11094370.317452388
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-02-01	2023	11872543.773918996	10957065.763209408	10098599.949469252	1120422.7699163756	1032385.0819630692	949814.3728395331	11872543.773918996	10957065.763209408	10098599.949469252	12992966.543835372	11989450.845172478	11048414.322308784
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-03-01	2023	11863955.289748205	10934141.969568923	10063615.42750255	1116565.097617176	1027124.9986218044	943350.5798321476	11863955.289748205	10934141.969568923	10063615.42750255	12980520.38736538	11961266.968190728	11006966.007334698
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-04-01	2023	11854453.857635004	10908817.994077444	10025023.916752968	1112448.560467342	1021475.0962121314	936397.4517855572	11854453.857635004	10908817.994077444	10025023.916752968	12966902.418102346	11930293.090289576	10961421.368538525
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-05-01	2023	11845266.168527031	10884366.766444726	9987818.204532249	1108437.8763174736	1015999.6568020012	929689.8771829772	11845266.168527031	10884366.766444726	9987818.204532249	12953704.044844504	11900366.423246726	10917508.081715226
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-06-01	2023	11835779.703885617	10859158.072612064	9949517.357646575	1104351.871153427	1010419.6779185436	922866.270151242	11835779.703885617	10859158.072612064	9949517.357646575	12940131.575039044	11869577.750530608	10872383.627797818
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-07-01	2023	11826606.488014543	10834818.153651344	9912591.871720798	1100370.874799929	1005011.7056568888	916282.9940242256	11826606.488014543	10834818.153651344	9912591.871720798	12926977.362814473	11839829.859308232	10828874.865745025
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-08-01	2023	11817134.967266949	10809724.216683874	9874579.499474509	1096315.171590404	999500.7173423584	909586.2425975128	11817134.967266949	10809724.216683874	9874579.499474509	12913450.138857353	11809224.934026232	10784165.742072022
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-09-01	2023	11807671.031933216	10784688.3984281	9836712.895404946	1177635.3581836412	1079385.0144581078	988313.53353596	11807671.031933216	10784688.3984281	9836712.895404946	12985306.390116857	11864073.412886206	10825026.428940905
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-10-01	2023	11798519.601438526	10760515.397180757	9800206.058890304	1173480.0414717912	1073858.4275839357	981694.2381723982	11798519.601438526	10760515.397180757	9800206.058890304	12971999.642910317	11834373.824764691	10781900.297062702
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-11-01	2023	11789070.574508512	10735593.54881329	9762624.658826446	1169251.4948046664	1068231.640961398	974965.7798469844	11789070.574508512	10735593.54881329	9762624.658826446	12958322.06931318	11803825.189774688	10737590.438673431
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2023-12-01	2023	11779933.560133	10711530.589675384	9726392.78480885	1165126.4277455767	1062771.4107122456	968465.5993424318	11779933.560133	10711530.589675384	9726392.78480885	12945059.987878578	11774302.00038763	10694858.384151282
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-01-01	2024	11756363.059251605	10672945.541665085	9675675.118132949	1148415.256034505	1043651.6243343068	946772.35380049	11756363.059251605	10672945.541665085	9675675.118132949	12904778.31528611	11716597.165999392	10622447.47193344
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-02-01	2024	11732839.72064909	10634499.484615698	9625221.915556936	1132058.3422223488	1025091.1696220275	925959.5146084704	11732839.72064909	10634499.484615698	9625221.915556936	12864898.062871438	11659590.654237727	10551181.430165406
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-03-01	2024	11710876.629538303	10598659.20428886	9578261.957800504	1116975.5105675063	1008124.2642767474	907158.0290364536	11710876.629538303	10598659.20428886	9578261.957800504	12827852.14010581	11606783.468565607	10485419.986836957
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-04-01	2024	11687444.304855874	10560480.741293432	9528316.710054709	1101281.8323820604	990597.5200211392	887943.0498660689	11687444.304855874	10560480.741293432	9528316.710054709	12788726.137237934	11551078.26131457	10416259.759920778
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-05-01	2024	11664812.504103994	10523664.79011087	9480230.583367871	1086362.6668800516	974074.4055460988	870037.6484681523	11664812.504103994	10523664.79011087	9480230.583367871	12751175.170984045	11497739.195656968	10350268.231836023
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-06-01	2024	11641472.34925458	10485756.4718018	9430796.51409107	1071313.5776001457	957535.3852430052	852313.1467059323	11641472.34925458	10485756.4718018	9430796.51409107	12712785.926854726	11443291.857044807	10283109.660797004
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-07-01	2024	11618929.569516338	10449201.024390375	9383202.538183888	1178386.509993137	1063321.009969331	957171.1818840886	11618929.569516338	10449201.024390375	9383202.538183888	12797316.079509476	11512522.034359707	10340373.720067978
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-08-01	2024	11595681.221954685	10411560.939267116	9334274.415578416	1163586.225411626	1047342.668249198	940446.080378447	11595681.221954685	10411560.939267116	9334274.415578416	12759267.44736631	11458903.607516313	10274720.495956862
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-09-01	2024	11572479.392074464	10374056.44116196	9285601.425607242	1149089.5849308618	1031815.2490685123	924372.4890944612	11572479.392074464	10374056.44116196	9285601.425607242	12721568.977005325	11405871.690230472	10209973.914701702
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-10-01	2024	11550070.211677529	10337890.402431436	9238740.199212058	1135285.042797584	1017146.6568053502	909353.1504359724	11550070.211677529	10337890.402431436	9238740.199212058	12685355.254475113	11355037.059236785	10148093.34964803
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-11-01	2024	11526959.64499094	10300651.280145034	9190565.366435332	1121366.1655556308	1002466.1524870292	894481.0705136195	11526959.64499094	10300651.280145034	9190565.366435332	12648325.81054657	11303117.432632063	10085046.436948951
Haifa	Israel Ports Company (Haifa cluster)	Israel Ports Company (landlord / infrastructure owner)	2024-12-01	2024	11504638.60994207	10264741.146509243	9144183.754238533	1167982.9011381282	1048466.6565718862	940449.8818974128	11504638.60994207	10264741.146509243	9144183.754238533	12672621.511080198	11313207.803081129	10084633.636135945
