table_group	reform	reform_order	binned_variant	row_key	row_label	row_order	row_type	series_id	series_display	spec_name	spec_display	column_key	column_label	column_order	supported_full_window	beta	se	pvalue	n_obs	r2	a_used	b_used	n_months_used	value_display
bayport_detailed	privatization	2	detailed	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1	0.4771513632009343	0.03560197408920441	0.0	36	0.720850770559998	13.0	23.0	11.0	0.477*** (0.036)
bayport_detailed	privatization	2	detailed	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1	0.4922863487172193	0.5871146186898507	0.4017588011959492	36	0.7604414970245663	13.0	23.0	11.0	0.492 (0.587)
bayport_detailed	privatization	2	detailed	post_full	Average full post, months 1-23	5	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1	0.3120058290739976	0.024432342583155155	0.0	36	0.720850770559998	1.0	23.0	23.0	0.312*** (0.024)
bayport_detailed	privatization	2	detailed	post_full	Average full post, months 1-23	5	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1	0.33833402080265035	0.3965957987278736	0.3936064451520269	36	0.7604414970245663	1.0	23.0	23.0	0.338 (0.397)
bayport_detailed	privatization	2	detailed	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1			2.3934489319755094e-07	36	0.720850770559998			2.0	0.000
bayport_detailed	privatization	2	detailed	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1			0.014395537157588381	36	0.7604414970245663			2.0	0.014
bayport_detailed	privatization	2	detailed	n_obs	Observations	7	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1				36	0.720850770559998				36
bayport_detailed	privatization	2	detailed	n_obs	Observations	7	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1				36	0.7604414970245663				36
bayport_detailed	privatization	2	detailed	r2	R-squared	8	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1				36	0.720850770559998				0.721
bayport_detailed	privatization	2	detailed	r2	R-squared	8	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1				36	0.7604414970245663				0.760
