table_group	reform	reform_order	binned_variant	row_key	row_label	row_order	row_type	series_id	series_display	spec_name	spec_display	column_key	column_label	column_order	supported_full_window	beta	se	pvalue	n_obs	r2	a_used	b_used	n_months_used	value_display
main_preferred	competition	1	detailed	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1			7.297496413017154e-07	37	0.5341517611203004			2.0	0.000
main_preferred	competition	1	detailed	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1			0.19870282746324205	37	0.5445816259437768			2.0	0.199
main_preferred	competition	1	detailed	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1			4.041445839302506e-06	37	0.4478680173049986			2.0	0.000
main_preferred	competition	1	detailed	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1			0.0022615888236581284	37	0.5047644405201261			2.0	0.002
main_preferred	competition	1	detailed	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1				37	0.5341517611203004				37
main_preferred	competition	1	detailed	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1				37	0.5445816259437768				37
main_preferred	competition	1	detailed	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1				37	0.4478680173049986				37
main_preferred	competition	1	detailed	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1				37	0.5047644405201261				37
main_preferred	competition	1	detailed	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1				37	0.5341517611203004				0.534
main_preferred	competition	1	detailed	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1				37	0.5445816259437768				0.545
main_preferred	competition	1	detailed	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1				37	0.4478680173049986				0.448
main_preferred	competition	1	detailed	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1				37	0.5047644405201261				0.505
main_preferred	privatization	2	compact	avg_pre	Average pre, months -12 to -2	1	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1	-0.5809278558422677	0.1423162888919431	4.465956761423584e-05	36	0.387242830487292	-12.0	-2.0	11.0	-0.581*** (0.142)
main_preferred	privatization	2	compact	avg_pre	Average pre, months -12 to -2	1	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1	-0.5915306943990872	0.1395694544064822	2.2526557826640925e-05	36	0.38806326286855153	-12.0	-2.0	11.0	-0.592*** (0.140)
main_preferred	privatization	2	compact	avg_pre	Average pre, months -12 to -2	1	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1	-0.029041062380542826	0.019071822730578298	0.12782855590349573	36	0.25904447882940207	-12.0	-2.0	11.0	-0.029 (0.019)
main_preferred	privatization	2	compact	avg_pre	Average pre, months -12 to -2	1	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1	-0.01935193174464267	0.023808394452680667	0.4163214460275739	36	0.3090619618617998	-12.0	-2.0	11.0	-0.019 (0.024)
main_preferred	privatization	2	compact	post_1_6	Average post, months 1-6	2	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1	-0.3508380588574642	0.4542486573651207	0.43990832135737534	36	0.387242830487292	1.0	6.0	6.0	-0.351 (0.454)
main_preferred	privatization	2	compact	post_1_6	Average post, months 1-6	2	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1	-0.3190295431870167	0.5087495240203541	0.5306030708294147	36	0.38806326286855153	1.0	6.0	6.0	-0.319 (0.509)
main_preferred	privatization	2	compact	post_1_6	Average post, months 1-6	2	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1	-0.21928346973110546	0.08236758683874922	0.007761919222833313	36	0.25904447882940207	1.0	6.0	6.0	-0.219*** (0.082)
main_preferred	privatization	2	compact	post_1_6	Average post, months 1-6	2	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1	-0.2483508616388157	0.12016961748090235	0.038765323991211575	36	0.3090619618617998	1.0	6.0	6.0	-0.248** (0.120)
main_preferred	privatization	2	compact	post_7_tail	Average post, months 7-23	4	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1	-1.391825243311371	0.10892767375960767	0.0	36	0.387242830487292	7.0	23.0	17.0	-1.392*** (0.109)
main_preferred	privatization	2	compact	post_7_tail	Average post, months 7-23	4	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1	-1.2729474881582945	0.24881022394664165	3.118546243463527e-07	36	0.38806326286855153	7.0	23.0	17.0	-1.273*** (0.249)
main_preferred	privatization	2	compact	post_7_tail	Average post, months 7-23	4	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1	-0.1857677168096279	0.06798253910353994	0.0062840436216320406	36	0.25904447882940207	7.0	23.0	17.0	-0.186*** (0.068)
main_preferred	privatization	2	compact	post_7_tail	Average post, months 7-23	4	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1	-0.406260397598762	0.10461694385583073	0.00010304254414683633	36	0.3090619618617998	7.0	23.0	17.0	-0.406*** (0.105)
main_preferred	privatization	2	compact	post_full	Average full post, months 1-23	5	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1	-1.120263369106004	0.15687583291002835	9.259260025373806e-13	36	0.387242830487292	1.0	23.0	23.0	-1.120*** (0.157)
main_preferred	privatization	2	compact	post_full	Average full post, months 1-23	5	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1	-1.0240993286005697	0.27690274970859435	0.00021695600780202717	36	0.38806326286855153	1.0	23.0	23.0	-1.024*** (0.277)
main_preferred	privatization	2	compact	post_full	Average full post, months 1-23	5	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1	-0.19451095670218727	0.06178997194197784	0.001644269649485608	36	0.25904447882940207	1.0	23.0	23.0	-0.195*** (0.062)
main_preferred	privatization	2	compact	post_full	Average full post, months 1-23	5	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1	-0.3650666056092108	0.10178520414110329	0.000334969780128036	36	0.3090619618617998	1.0	23.0	23.0	-0.365*** (0.102)
main_preferred	privatization	2	compact	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1			0.00030469843696598423	36	0.387242830487292			1.0	0.000
main_preferred	privatization	2	compact	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1			0.000221156999870548	36	0.38806326286855153			1.0	0.000
main_preferred	privatization	2	compact	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1			0.1383010493117873	36	0.25904447882940207			1.0	0.138
main_preferred	privatization	2	compact	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1			0.4231791180353951	36	0.3090619618617998			1.0	0.423
main_preferred	privatization	2	compact	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1				36	0.387242830487292				36
main_preferred	privatization	2	compact	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1				36	0.38806326286855153				36
main_preferred	privatization	2	compact	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1				36	0.25904447882940207				36
main_preferred	privatization	2	compact	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1				36	0.3090619618617998				36
main_preferred	privatization	2	compact	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1				36	0.387242830487292				0.387
main_preferred	privatization	2	compact	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1				36	0.38806326286855153				0.388
main_preferred	privatization	2	compact	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1				36	0.25904447882940207				0.259
main_preferred	privatization	2	compact	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1				36	0.3090619618617998				0.309
