entity	month	year	pool_type	asset_class_std	engine_bucket	begin_stock_kNIS	dep_rate_monthly_used	investment_kNIS	reconciliation_adjustment_kNIS	end_stock_kNIS
IPC	2018-11	2018	mapped_undated	land	mapped_undated::land	94535.01601702045	0.0023122862136542	19038.461538461535	0.0	113354.88554123824
IPC	2018-12	2018	background	mixed	background::mixed	11175148.596201615	0.002312286213654202	233441.53846153885	0.0	11382749.99262862
IPC	2018-12	2018	mapped_undated	land	mapped_undated::land	113354.88554123824	0.0023122862136542	20769.23076923085	0.0	133862.00737138174
IPC	2019-01	2019	background	mixed	background::mixed	11382749.99262862	0.002312286213654202	16992.783701670232	0.0	11373422.600448862
IPC	2019-01	2019	mapped_undated	buildings_landside	mapped_undated::buildings_landside	0.0	0.0048913730833552	11.435897435897417	0.0	11.435897435897417
IPC	2019-01	2019	mapped_undated	land	mapped_undated::land	133862.00737138174	0.0023122862136542	0.0	0.0	133552.48009720483
IPC	2019-01	2019	mapped_undated	vessels_equipment_it	mapped_undated::vessels_equipment_it	0.0	0.0057994314894973	7.089743589743578	0.0	7.089743589743578
IPC	2019-02	2019	background	mixed	background::mixed	11373422.600448862	0.002312286213654202	33985.567403340465	0.0	11381109.55957112
IPC	2019-02	2019	mapped_undated	buildings_landside	mapped_undated::buildings_landside	11.435897435897417	0.0048913730833552	22.871794871794833	0.0	34.25175506679029
IPC	2019-02	2019	mapped_undated	land	mapped_undated::land	133552.48009720483	0.0023122862136542	0.0	0.0	133243.66853867672
IPC	2019-02	2019	mapped_undated	vessels_equipment_it	mapped_undated::vessels_equipment_it	7.089743589743578	0.0057994314894973	14.179487179487156	0.0	21.228114287003912
IPC	2019-03	2019	background	mixed	background::mixed	11381109.55957112	0.002312286213654202	50978.351105010704	0.0	11405771.527945446
IPC	2019-03	2019	mapped_undated	buildings_landside	mapped_undated::buildings_landside	34.25175506679029	0.0048913730833552	34.30769230769226	0.0	68.39190926169118
IPC	2019-03	2019	mapped_undated	land	mapped_undated::land	133243.66853867672	0.0023122862136542	0.0	0.0	132935.57104085802
IPC	2019-03	2019	mapped_undated	vessels_equipment_it	mapped_undated::vessels_equipment_it	21.228114287003912	0.0057994314894973	21.269230769230735	0.0	42.37423406177595
IPC	2019-04	2019	background	mixed	background::mixed	11405771.527945446	0.002312286213654202	67971.13480668093	0.0	11447369.25449197
