record_id,entity,year,source_group,source_file,source_doc,source_page,source_section,row_type,asset_class_raw,asset_class_std,project_id,project_name,metric,value_num,value_text,unit,currency,date_precision,event_date,event_year,event_month,confidence,include_in_k,include_in_productive_k,needs_monthly_timing,notes
HPC_2021_AR_2021_spare_parts_over_15000_cost_impairment_change,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,cost_impairment_change,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_cost_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,cost_close,39291.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_accdep_open,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,accdep_open,7238.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_accdep_depreciation,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,accdep_depreciation,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_accdep_transfers_other,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,accdep_transfers_other,227.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_accdep_disposals,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,accdep_disposals,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_accdep_transfer_held_for_sale,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,accdep_transfer_held_for_sale,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_accdep_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,accdep_close,7465.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_over_15000_net_ppe_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים מעל 15,000 ש""ח לפריט",spare_parts_over_15000,,,net_ppe_close,31826.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_cost_open,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,cost_open,39167.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_cost_additions,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,cost_additions,931.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_cost_transfers_other,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,cost_transfers_other,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_cost_disposals,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,cost_disposals,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_cost_transfer_held_for_sale,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,cost_transfer_held_for_sale,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_cost_impairment_change,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,cost_impairment_change,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_cost_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,cost_close,40098.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_accdep_open,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,accdep_open,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_accdep_depreciation,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,accdep_depreciation,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_accdep_transfers_other,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,accdep_transfers_other,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_accdep_disposals,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,accdep_disposals,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_accdep_transfer_held_for_sale,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,accdep_transfer_held_for_sale,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_accdep_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,accdep_close,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_spare_parts_under_15000_net_ppe_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",52-53,"Note 8 Fixed assets, net",ppe_rollforward,"מלאי חלפים עד 15,000 ש""ח לפריט",spare_parts_under_15000,,,net_ppe_close,40098.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report fixed-asset table.
HPC_2021_AR_2021_payments_on_account_fixed_assets,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",53,Note 8(c) payments on account of purchase of fixed assets,wip_indicator,,,,,payments_on_account_purchase_fixed_assets,37381.0,,NIS_thousands,NIS,year,,2021,,high,no,no,yes,Cost as of Dec 31 2021 includes payments on account for purchase of fixed assets.
HPC_2021_AR_2021_cum_accounting_depreciation,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",53,Note 8(d) asset renewal fund,renewal_fund_note,,,,,cumulative_accounting_depreciation_since_commencement,1253130.0,,NIS_thousands,NIS,year,,2021,,medium,no,no,no,Cumulative accounting depreciation through 2021.
HPC_2021_AR_2021_cum_investment_for_renewal,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",53,Note 8(d) asset renewal fund,renewal_fund_note,,,,,cumulative_investment_for_renewal_replacement_acquisition_since_commencement,1773847.0,,NIS_thousands,NIS,year,,2021,,medium,no,no,no,Cumulative investment for renewal/replacement/acquisition through 2021.
HPC_2021_AR_2021_right_of_use_real_estate_cost_open,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,cost_open,167539.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_real_estate_cost_new_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,cost_new_leases,259956.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_real_estate_cost_derecognitions_terminated_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,cost_derecognitions_terminated_leases,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_real_estate_cost_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,cost_close,427495.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_real_estate_accdep_open,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,accdep_open,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_real_estate_accdep_new_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,accdep_new_leases,2786.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_real_estate_accdep_derecognitions_terminated_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,accdep_derecognitions_terminated_leases,0.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_real_estate_accdep_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,מקרקעין,right_of_use_real_estate,,,accdep_close,2786.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_cost_open,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,cost_open,7038.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_cost_new_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,cost_new_leases,2782.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_cost_derecognitions_terminated_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,cost_derecognitions_terminated_leases,-1790.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_cost_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,cost_close,8030.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_accdep_open,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,accdep_open,2763.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_accdep_new_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,accdep_new_leases,2537.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_accdep_derecognitions_terminated_leases,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,accdep_derecognitions_terminated_leases,-1525.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_2021_right_of_use_vehicles_accdep_close,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,"Note 8 Fixed assets, net",ppe_rollforward,כלי רכב,right_of_use_vehicles,,,accdep_close,3775.0,,NIS_thousands,NIS,year,,2021,,high,yes,yes,yes,Extracted from 2021 annual report lease/right-of-use asset disclosures.
HPC_2021_AR_lease_prepaid_use_fee_policy,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,Note 10 leases,timing_policy,land agreement / lease,lease_real_estate,,,lease_term_text,,Legacy prepaid operating lease spread over 49-year authorization period from 17 Feb 2005; 2020 land agreement also referenced.,,,year,,2021,,medium,no,no,yes,Useful for interpreting right-of-use real-estate asset recognition and timing.
HPC_2021_AR_lease_30_vs_49_year_authority_dispute,HPC,2021,HPC_2021_AR,"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf","חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf",55,Note 10 leases,timing_policy,lease accounting life,lease_real_estate,,,companies_authority_position_text,,Companies Authority argued prepaid use fees should be amortized over 30 years rather than 49; company relied on engineering opinion and 2020 land agreement to retain longer life.,,,year,,2021,,medium,no,no,no,Potentially relevant for economic-life assumptions.
HPC_2022Q3_IR_2022_adani_gadot_sale_award,HPC,2022,HPC_2022Q3_IR,companies_data_and_reports_haifaport_financial_report_2022_q3.pdf,companies_data_and_reports_haifaport_financial_report_2022_q3.pdf,25,Note 7 events during the period,corporate_event,,,HPC_Privatization_2022,Award of tender for 100% sale of HPC to Adani-Gadot,tender_value,4100000.0,,NIS_thousands,NIS,year_month,2022-07,2022,2022-07,high,no,no,no,"Not capital stock itself, but important for reform-clock and financing context."
HPC_2022Q3_IR_2022_seafront_compensation_cap,HPC,2022,HPC_2022Q3_IR,companies_data_and_reports_haifaport_financial_report_2022_q3.pdf,companies_data_and_reports_haifaport_financial_report_2022_q3.pdf,26,Note 7 events during the period,project_event,,,HPC_Waterfront_2022,Sea-front agreement / relocation compensation,compensation_cap,150000.0,,NIS_thousands,NIS,year_month,2022-05,2022,2022-05,high,no,no,yes,Sea-front area reduction agreement; compensation may fund relocation/new infrastructure rather than direct current-period K.
HPC_2020_ROADSHOW_proceeds_to_hpc_total,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,44,Use of proceeds,planned_capex,,,HPC_Privatization_InvestmentPlan,Planned post-privatization investment into HPC,planned_proceeds_to_hpc_total,1000000.0,,NIS_thousands,NIS,year,,2020,,medium,no,no,yes,"Roadshow states first ILS 1 billion will be invested into HPC; plan-level, not realized capital."
HPC_2020_ROADSHOW_planned_infra_equipment,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,44,Use of proceeds,planned_capex,,,HPC_Privatization_InvestmentPlan,Planned post-privatization investment into HPC,planned_infrastructure_and_equipment,400000.0,,NIS_thousands,NIS,year,,2020,,medium,no,no,yes,Roadshow planned use of proceeds: development of infrastructure and equipment.
HPC_2020_ROADSHOW_planned_new_investments_restructuring_financial_robustness,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,44,Use of proceeds,planned_capex,,,HPC_Privatization_InvestmentPlan,Planned post-privatization investment into HPC,planned_new_investments_restructuring_financial_robustness,600000.0,,NIS_thousands,NIS,year,,2020,,medium,no,no,yes,Roadshow planned use of proceeds bucket.
HPC_2020_ROADSHOW_HPC_KishonEast_length,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,7,Haifa Port Company overview,project_characteristic,Kishon-East Terminal,terminal_infrastructure,HPC_KishonEast,Kishon-East Terminal,terminal_length_m,677.0,,meters,,year,,2020,,medium,no,no,no,Roadshow terminal characteristic.
HPC_2020_ROADSHOW_HPC_KishonEast_depth,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,7,Haifa Port Company overview,project_characteristic,Kishon-East Terminal,terminal_infrastructure,HPC_KishonEast,Kishon-East Terminal,terminal_depth_m,10.0,,meters,,year,,2020,,medium,no,no,no,Roadshow terminal characteristic.
HPC_2020_ROADSHOW_HPC_KishonEast_area,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,7,Haifa Port Company overview,project_characteristic,Kishon-East Terminal,terminal_infrastructure,HPC_KishonEast,Kishon-East Terminal,terminal_area_dunam,190.0,,dunam,,year,,2020,,medium,no,no,no,Roadshow terminal characteristic.
HPC_2020_ROADSHOW_HPC_CarmelContainer_length,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,7,Haifa Port Company overview,project_characteristic,Carmel Container Terminal,terminal_infrastructure,HPC_CarmelContainer,Carmel Container Terminal,terminal_length_m,700.0,,meters,,year,,2020,,medium,no,no,no,Roadshow terminal characteristic.
HPC_2020_ROADSHOW_HPC_CarmelContainer_depth,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,7,Haifa Port Company overview,project_characteristic,Carmel Container Terminal,terminal_infrastructure,HPC_CarmelContainer,Carmel Container Terminal,terminal_depth_m,16.2,,meters,,year,,2020,,medium,no,no,no,Roadshow terminal characteristic.
HPC_2020_ROADSHOW_HPC_CarmelContainer_area,HPC,2020,HPC_2020_ROADSHOW,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,files_privatizations_hifa-port_eng_HaifaPort_Roadshow.pdf,7,Haifa Port Company overview,project_characteristic,Carmel Container Terminal,terminal_infrastructure,HPC_CarmelContainer,Carmel Container Terminal,terminal_area_dunam,273.0,,dunam,,year,,2020,,medium,no,no,no,Roadshow terminal characteristic.
