month	K_kNIS	series	L_hours	KL_kNIS_per_hour
2023-02	15739176.745998109	HAIFA_TOTAL	2803.3808012093723	5614.355616335913
2023-03	15705773.541769473	HAIFA_TOTAL	2803.3808012093723	5602.440287453648
2023-04	15678429.202831805	HAIFA_TOTAL	3018.370483749055	5194.33558181299
2023-05	15657119.504161231	HAIFA_TOTAL	3018.370483749055	5187.275580800754
2023-06	15641820.35230276	HAIFA_TOTAL	3018.370483749055	5182.206901544565
2023-07	15632507.784461288	HAIFA_TOTAL	2789.650113378685	5603.752137047744
2023-08	15629157.967599932	HAIFA_TOTAL	2789.650113378685	5602.551335253536
2023-09	15631747.197545504	HAIFA_TOTAL	2789.650113378685	5603.4794910581495
2023-10	15640251.89810118	HAIFA_TOTAL	2389.492214663643	6545.429109214646
2023-11	15654648.620166216	HAIFA_TOTAL	2389.492214663643	6551.454122385514
2023-12	15674914.040862674	HAIFA_TOTAL	2389.492214663643	6559.935179813571
2024-01	15625781.29394857	HAIFA_TOTAL	2406.315894308943	6493.6533606848225
2024-02	15578255.98352228	HAIFA_TOTAL	2406.315894308943	6473.903123179143
2024-03	15532333.15172632	HAIFA_TOTAL	2406.315894308943	6454.818832581816
2024-04	15488007.864871418	HAIFA_TOTAL	2087.916666666667	7417.924341586789
2024-05	15445275.21322103	HAIFA_TOTAL	2087.916666666667	7397.457695416178
2024-06	15404130.31077838	HAIFA_TOTAL	2087.916666666667	7377.75149588268
2024-07	15364568.29507599	HAIFA_TOTAL	2266.458008130081	6779.110065115381
2024-08	15326584.326967685	HAIFA_TOTAL	2266.458008130081	6762.35088935653
2024-09	15290173.59042299	HAIFA_TOTAL	2266.458008130081	6746.2858502452455
2024-10	15255331.292323984	HAIFA_TOTAL	2260.8255284552847	6747.681809284607
2024-11	15222052.66226448	HAIFA_TOTAL	2260.8255284552847	6732.962128512849
2024-12	15190332.952351589	HAIFA_TOTAL	2260.8255284552847	6718.93198354427
2018-01	1241493.923894206	LEGACY	2081.537037037037	596.4313398244453
2018-02	1232098.710677581	LEGACY	2085.8888888888887	590.6828102113795
2018-03	1223176.6544015498	LEGACY	2348.12962962963	520.9153016796953
2018-04	1214723.858454283	LEGACY	2420.0555555555557	501.94048465776945
2018-05	1206736.4622653532	LEGACY	2368.1296296296296	509.5736513604976
2018-06	1199210.6409493966	LEGACY	2436.259259259259	492.234410763826
2018-07	1192142.6049534257	LEGACY	2516.9259259259256	473.65025433351235
2018-08	1185528.599707748	LEGACY	2364.8333333333335	501.3159206601232
2018-09	1179364.9052804653	LEGACY	2056.5185185185187	573.4764334288902
2018-10	1173647.836035502	LEGACY	2250.962962962963	521.3981106515491
2018-11	1168373.7402941375	LEGACY	2204.1481481481483	530.0794963695005
2018-12	1163539.0	LEGACY	2073.0925925925926	561.2576129775697
2019-01	1153417.671054322	LEGACY	2196.6607142857147	525.0777525874665
2019-02	1142806.637433675	LEGACY	1900.767857142857	601.2341976107945
2019-03	1131709.8750242733	LEGACY	2245.464285714286	503.9981629742441
2019-04	1120131.330645034	LEGACY	2273.5	492.69027079174583
2019-05	1108074.9222344744	LEGACY	2109.482142857143	525.2829117262239
2019-06	1095544.5390366986	LEGACY	2000.4821428571431	547.6402491011552
2019-07	1082544.0417864595	LEGACY	2076.1607142857147	521.4163018968883
2019-08	1069077.262893303	LEGACY	1857.25	575.6237786476258
2019-09	1055148.006624795	LEGACY	1829.4285714285716	576.7637081347466
2019-10	1040760.0492888312	LEGACY	2064.714285714286	504.0697671778744
2019-11	1025917.1394150292	LEGACY	2012.732142857143	509.7136959112226
2019-12	1010622.9979352084	LEGACY	2061.125	490.32591324408196
2020-01	1003288.6415381292	LEGACY	2384.75	420.710196682306
2020-02	996972.3211765336	LEGACY	2318.2115384615386	430.06097788563585
2020-03	991665.0326785896	LEGACY	2484.5	399.14068532042245
2020-04	987357.8566362913	LEGACY	2550.7115384615386	387.0911476065287
2020-05	984041.9575760524	LEGACY	2326.7884615384614	422.91853077413344
2020-06	981708.583137623	LEGACY	2154.3846153846152	455.6793509047417
2020-07	980349.0632612408	LEGACY	2395.326923076923	409.2756833384276
2020-08	979954.8093829337	LEGACY	2188.019230769231	447.87303310785614
2020-09	980517.313637892	LEGACY	2179.653846153846	449.8500141974765
2020-10	982028.1480718266	LEGACY	2557.1923076923076	384.02592762295626
2020-11	984478.9638602312	LEGACY	2411.673076923077	408.21410384374093
2020-12	987861.4905354694	LEGACY	2210.9807692307695	446.7978664867175
2021-01	981094.6582327692	LEGACY	2704.936170212766	362.70529006811944
2021-02	975765.1544695063	LEGACY	2615.489361702128	373.07173516258945
2021-03	971860.7977343895	LEGACY	2686.68085106383	361.7328784509583
2021-04	969369.5113742253	LEGACY	2593.2978723404253	373.79798198784584
2021-05	968279.3226775224	LEGACY	2851.297872340426	339.59248245176553
2021-06	968578.3619662346	LEGACY	2768.6595744680853	349.83656744882325
2021-07	970254.8616955652	LEGACY	2523.7384610499334	384.45143055430424
2021-08	973297.1555617624	LEGACY	2670.273720939245	364.4934030281412
2021-09	977693.677617832	LEGACY	2239.4340988253102	436.5806871167492
2021-10	983432.9613971	LEGACY	2399.772703866011	409.80254497136286
2021-11	990503.6390445464	LEGACY	2539.0273432602503	390.1114502267177
2021-12	998894.4404558504	LEGACY	2539.0273432602503	393.4161808486927
2022-01	991994.764824372	LEGACY	2514.1560283687945	394.5637238226565
2022-02	986505.7856571244	LEGACY	2514.1560283687945	392.38049449825814
2022-03	982415.9084161858	LEGACY	2514.1560283687945	390.7537548708086
2022-04	979713.633922246	LEGACY	2256.6879432624114	434.137842073951
2022-05	978387.5575697155	LEGACY	2256.6879432624114	433.5502214609683
2022-06	978426.3685483016	LEGACY	2256.6879432624114	433.56741966451347
2022-07	979818.8490709974	LEGACY	1702.2482269503548	575.6028019640718
2022-08	982553.873608432	LEGACY	1702.2482269503548	577.2095150709696
2022-09	986620.4081295287	LEGACY	1702.2482269503548	579.5984348869603
2022-10	992007.5093484196	LEGACY	1119.8156028368796	885.8668398933914
2022-11	998704.3239775632	LEGACY	1119.8156028368796	891.8471232652057
2022-12	1006700.087987017	LEGACY	1119.8156028368796	898.9873738468173
2023-01	1000126.5418728326	LEGACY	1158.299319727891	863.4439516961672
2023-02	995339.6710510836	LEGACY	1158.299319727891	859.3112799935943
2023-03	992329.2366439505	LEGACY	1158.299319727891	856.712267496686
2023-04	991085.0753732176	LEGACY	1303.061224489796	760.5821251885303
2023-05	991597.0989187468	LEGACY	1303.061224489796	760.9750641663053
2023-06	993855.2932827842	LEGACY	1303.061224489796	762.7080559257075
2023-07	997849.718160047	LEGACY	1204.061224489796	828.7366936701012
2023-08	1003570.5063135404	LEGACY	1204.061224489796	833.4879372423851
2023-09	1011007.8629560434	LEGACY	1204.061224489796	839.6648296555218
2023-10	1020152.065137216	LEGACY	1314.7959183673468	775.9014542758804
2023-11	1030993.4611362692	LEGACY	1314.7959183673468	784.1471415704648
2023-12	1043522.4698601488	LEGACY	1314.7959183673468	793.6763837508312
2024-01	1035510.1077224882	LEGACY	1340.430894308943	772.5203232176649
2024-02	1027797.7843346492	LEGACY	1340.430894308943	766.7667081521041
2024-03	1020384.3310766582	LEGACY	1340.430894308943	761.2360587993727
2024-04	1013268.5902330688	LEGACY	1202.6666666666667	842.5182291294917
2024-05	1006449.4148380955	LEGACY	1202.6666666666667	836.8481830693698
2024-06	999925.6685229158	LEGACY	1202.6666666666667	831.4237820312492
2024-07	993696.225365112	LEGACY	1404.1463414634147	707.6870807707068
2024-08	987759.9697402274	LEGACY	1404.1463414634147	703.4594191306119
2024-09	982115.7961754058	LEGACY	1404.1463414634147	699.4397714641591
2024-10	976762.6092050908	LEGACY	1319.178861788618	740.4322776069504
2024-11	971699.3232287545	LEGACY	1319.178861788618	736.5940672451869
2024-12	966924.8623706296	LEGACY	1319.178861788618	732.9747999900618
