port	terminal	year	month	quarter	TEU_port_m	share_i_p_q	TEU_i_m	Pi_teu_per_hour_i_y	H_annual_i_y	w_i_m_in_year	L_hours_i_m
Ashdod	Ashdod-HCT	2022	6	Q2	133588.33333333334	0.0710515555389265	9491.658885185969	29.6	6412.240933067442	0.050008125844572	320.664151526553
Ashdod	Ashdod-HCT	2022	7	Q3	144892.66666666666	0.161169509409769	23352.280003739867	29.6	6412.240933067442	0.1230347372688822	788.9283785047252
Ashdod	Ashdod-HCT	2022	8	Q3	144892.66666666666	0.161169509409769	23352.280003739867	29.6	6412.240933067442	0.1230347372688822	788.9283785047252
Ashdod	Ashdod-HCT	2022	9	Q3	144892.66666666666	0.161169509409769	23352.280003739867	29.6	6412.240933067442	0.1230347372688822	788.9283785047252
Ashdod	Ashdod-HCT	2022	10	Q4	127004.41666666669	0.1832121695816357	23268.754723950056	29.6	6412.240933067442	0.122594672707623	786.1065785118262
Ashdod	Ashdod-HCT	2022	11	Q4	127004.41666666669	0.1832121695816357	23268.754723950056	29.6	6412.240933067442	0.122594672707623	786.1065785118262
Ashdod	Ashdod-HCT	2022	12	Q4	127004.41666666669	0.1832121695816357	23268.754723950056	29.6	6412.240933067442	0.122594672707623	786.1065785118262
Ashdod	Ashdod-HCT	2023	1	1.0	130372.0	0.2258281430573027	29441.666666666668	28.0	16963.151785714286	0.0619865994551565	1051.4880952380954
Ashdod	Ashdod-HCT	2023	2	1.0	130372.0	0.2258281430573027	29441.666666666668	28.0	16963.151785714286	0.0619865994551565	1051.4880952380954
Ashdod	Ashdod-HCT	2023	3	1.0	130372.0	0.2258281430573027	29441.666666666668	28.0	16963.151785714286	0.0619865994551565	1051.4880952380954
Ashdod	Ashdod-HCT	2023	4	2.0	147049.91666666666	0.3412531685669095	50181.24999999999	28.0	16963.151785714286	0.1056517988307639	1792.1874999999998
Ashdod	Ashdod-HCT	2023	5	2.0	147049.91666666666	0.3412531685669095	50181.24999999999	28.0	16963.151785714286	0.1056517988307639	1792.1874999999998
Ashdod	Ashdod-HCT	2023	6	2.0	147049.91666666666	0.3412531685669095	50181.24999999999	28.0	16963.151785714286	0.1056517988307639	1792.1874999999998
Ashdod	Ashdod-HCT	2023	7	3.0	145760.75	0.3400280939827765	49562.75	28.0	16963.151785714286	0.1043496065263309	1770.0982142857144
Ashdod	Ashdod-HCT	2023	8	3.0	145760.75	0.3400280939827765	49562.75	28.0	16963.151785714286	0.1043496065263309	1770.0982142857144
Ashdod	Ashdod-HCT	2023	9	3.0	145760.75	0.3400280939827765	49562.75	28.0	16963.151785714286	0.1043496065263309	1770.0982142857144
Ashdod	Ashdod-HCT	2023	10	4.0	109155.08333333331	0.2669329035676304	29137.08333333333	28.0	16963.151785714286	0.0613453285210818	1040.6101190476188
Ashdod	Ashdod-HCT	2023	11	4.0	109155.08333333331	0.2669329035676304	29137.08333333333	28.0	16963.151785714286	0.0613453285210818	1040.6101190476188
