design	table_group	reform	target	target_key	spec_name	window	a	b	beta	se	n_obs	r2	used_bins
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	post_y1	1	4	-0.10415706729680568	1.3480448161404405e-14	32	0.978766511052472	bin_q1,bin_q2,bin_q3,bin_q4
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	post_y2	5	8	-0.46921402694426395	0.08065542266593628	32	0.978766511052472	bin_y2_q5_8
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	post_y3	9	12	0.0	0.0	32	0.978766511052472	bin_y3_q9_12
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	post_y1_2	1	8	-0.28668554712053484	0.040327711332968155	32	0.978766511052472	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	baseline	full_post	1	40	-0.05733710942410697	0.008065542266593633	32	0.978766511052472	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8,bin_y3_q9_12,bin_y4p_q13_40
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	avg_pre	-4	-2	-0.17561924500236503	0.06559951686644157	32	0.7104134149508838	bin_pre_4_2
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	post_y1	1	4	-0.13314418291356825	0.08466009897855367	32	0.7104134149508838	bin_q1,bin_q2,bin_q3,bin_q4
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	post_y2	5	8	-0.1783835386001975	0.1864708435458285	32	0.7104134149508838	bin_y2_q5_8
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	post_y3	9	12	0.0	0.0	32	0.7104134149508838	bin_y3_q9_12
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	post_y1_2	1	8	-0.15576386075688287	0.13462766417585972	32	0.7104134149508838	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8
TWFE	privatization	haifa_priv	Haifa-Aggregate	haifa_port_agg	porttr	full_post	1	40	-0.03115277215137658	0.026925532835171944	32	0.7104134149508838	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8,bin_y3_q9_12,bin_y4p_q13_40
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	avg_pre	-4	-2	-1.0696374255617587	0.3856654722267288	28	0.8970271780336675	bin_pre_4_2
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	post_y1	1	4	-0.9223056508903713	5.1678236836458484e-14	28	0.8970271780336675	bin_q1,bin_q2,bin_q3,bin_q4
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	post_y2	5	8	-1.1939061398911768	0.15083755136449226	28	0.8970271780336675	bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	post_y3	9	12	0.0	0.0	28	0.8970271780336675	bin_y3_q9_12
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	post_y1_2	1	8	-1.058105895390774	0.07541877568224613	28	0.8970271780336675	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	full_post	1	40	-0.2116211790781548	0.015083755136449228	28	0.8970271780336675	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8,bin_y3_q9_12,bin_y4p_q13_40
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	avg_pre	-4	-2	-0.7215335858031873	0.10955193172938364	28	0.8349536799473694	bin_pre_4_2
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	post_y1	1	4	-0.7172703411819122	0.044019798595837864	28	0.8349536799473694	bin_q1,bin_q2,bin_q3,bin_q4
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	post_y2	5	8	-0.9143556699817796	0.13404137213154654	28	0.8349536799473694	bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	post_y3	9	12	0.0	0.0	28	0.8349536799473694	bin_y3_q9_12
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	post_y1_2	1	8	-0.815813005581846	0.08358042905917626	28	0.8349536799473694	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Legacy	haifa_legacy	porttr	full_post	1	40	-0.16316260111636918	0.016716085811835254	28	0.8349536799473694	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8,bin_y3_q9_12,bin_y4p_q13_40
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	avg_pre	-4	-2	1.069637425561756	0.3856654722267279	28	0.8970271780336675	bin_pre_4_2
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	post_y1	1	4	0.9223056508903721	1.3207083986286842e-14	28	0.8970271780336675	bin_q1,bin_q2,bin_q3,bin_q4
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	post_y2	5	8	1.1939061398911768	0.15083755136449248	28	0.8970271780336675	bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	post_y3	9	12	0.0	0.0	28	0.8970271780336675	bin_y3_q9_12
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	post_y1_2	1	8	1.0581058953907745	0.07541877568224625	28	0.8970271780336675	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	full_post	1	40	0.21162117907815492	0.015083755136449252	28	0.8970271780336675	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8,bin_y3_q9_12,bin_y4p_q13_40
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	avg_pre	-4	-2	0.2953329272448584	0.1789727764436928	28	0.10552686890983587	bin_pre_4_2
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	post_y1	1	4	0.29738440660746057	0.0728464675933392	28	0.10552686890983587	bin_q1,bin_q2,bin_q3,bin_q4
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	post_y2	5	8	0.4642486637073979	0.14963515201239153	28	0.10552686890983587	bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	post_y3	9	12	0.0	0.0	28	0.10552686890983587	bin_y3_q9_12
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	post_y1_2	1	8	0.38081653515742925	0.11064523219581755	28	0.10552686890983587	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8
TWFE	privatization_diag	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	porttr	full_post	1	40	0.07616330703148586	0.02212904643916351	28	0.10552686890983587	bin_q1,bin_q2,bin_q3,bin_q4,bin_y2_q5_8,bin_y3_q9_12,bin_y4p_q13_40
