port	date	TEU	tons	L_hours	LP_port
Haifa	2021-09-01	214889.3597034435	1291716.4	90.16326530612244	0.0
Haifa	2021-09-01	214889.3597034435	1730.4	90.16326530612244	0.0
Haifa	2021-09-01	214889.3597034435	1291716.4	90.16326530612244	0.0
Haifa	2021-09-01	214889.3597034435	1730.4	90.16326530612244	0.0
Haifa	2021-10-01	121087.0	1492880.5	90.16326530612244	
Haifa	2021-10-01	121087.0	18082.8	90.16326530612244	
Haifa	2021-10-01	121087.0	1492880.5	90.16326530612244	
Haifa	2021-10-01	121087.0	18082.8	90.16326530612244	
Haifa	2021-11-01		1367014.1	90.16326530612244	
Haifa	2021-11-01		19484.0	90.16326530612244	
Haifa	2021-11-01		1367014.1	90.16326530612244	
Haifa	2021-11-01		19484.0	90.16326530612244	
Haifa	2021-12-01	758432.227591346	1424899.7	90.16326530612244	0.0
Haifa	2021-12-01	758432.227591346	22448.0	90.16326530612244	0.0
Haifa	2021-12-01	758432.227591346	1424899.7	90.16326530612244	0.0
Haifa	2021-12-01	758432.227591346	22448.0	90.16326530612244	0.0
Haifa	2022-01-01		1461499.1	90.16326530612244	
Haifa	2022-01-01		70229.389	90.16326530612244	
Haifa	2022-01-01		1461499.1	90.16326530612244	
Haifa	2022-01-01		70229.389	90.16326530612244	
Haifa	2022-02-01		1459075.3	90.16326530612244	
Haifa	2022-02-01		80312.83	90.16326530612244	
Haifa	2022-02-01		1459075.3	90.16326530612244	
Haifa	2022-02-01		80312.83	90.16326530612244	
Haifa	2022-03-01	826874.8433977393	1592099.4	90.16326530612244	0.0
Haifa	2022-03-01	826874.8433977393	113695.783	90.16326530612244	0.0
Haifa	2022-03-01	826874.8433977393	1592099.4	90.16326530612244	0.0
Haifa	2022-03-01	826874.8433977393	113695.783	90.16326530612244	0.0
Haifa	2022-04-01		1425364.8	90.16326530612244	
Haifa	2022-04-01		183084.415	90.16326530612244	
Haifa	2022-04-01		1425364.8	90.16326530612244	
Haifa	2022-04-01		183084.415	90.16326530612244	
Haifa	2022-05-01		1323138.6	90.16326530612244	
Haifa	2022-05-01		294928.001	90.16326530612244	
Haifa	2022-05-01		1323138.6	90.16326530612244	
Haifa	2022-05-01		294928.001	90.16326530612244	
Haifa	2022-06-01	907728.8522814768	1286279.2	90.16326530612244	0.0
Haifa	2022-06-01	907728.8522814768	259772.356	90.16326530612244	0.0
Haifa	2022-06-01	907728.8522814768	1286279.2	90.16326530612244	0.0
Haifa	2022-06-01	907728.8522814768	259772.356	90.16326530612244	0.0
Haifa	2022-07-01		1109435.5	90.16326530612244	
Haifa	2022-07-01		356585.872	90.16326530612244	
Haifa	2022-07-01		1109435.5	90.16326530612244	
Haifa	2022-07-01		356585.872	90.16326530612244	
Haifa	2022-08-01		1157608.5	90.16326530612244	
Haifa	2022-08-01		389607.91	90.16326530612244	
Haifa	2022-08-01		1157608.5	90.16326530612244	
Haifa	2022-08-01		389607.91	90.16326530612244	
Haifa	2022-09-01	856151.1414800826	938265.2	90.16326530612244	0.0
Haifa	2022-09-01	856151.1414800826	441155.694	90.16326530612244	0.0
Haifa	2022-09-01	856151.1414800826	938265.2	90.16326530612244	0.0
Haifa	2022-09-01	856151.1414800826	441155.694	90.16326530612244	0.0
Haifa	2022-10-01		926270.6	90.16326530612244	
Haifa	2022-10-01		465296.035	90.16326530612244	
Haifa	2022-10-01		926270.6	90.16326530612244	
Haifa	2022-10-01		465296.035	90.16326530612244	
Haifa	2022-11-01		764510.0	90.16326530612244	
Haifa	2022-11-01		604526.071	90.16326530612244	
Haifa	2022-11-01		764510.0	90.16326530612244	
Haifa	2022-11-01		604526.071	90.16326530612244	
Haifa	2022-12-01	1035463.1714892586	799310.5	90.16326530612244	0.0
Haifa	2022-12-01	1035463.1714892586	645669.523	90.16326530612244	0.0
Haifa	2022-12-01	1035463.1714892586	799310.5	90.16326530612244	0.0
Haifa	2022-12-01	1035463.1714892586	645669.523	90.16326530612244	0.0
Haifa	2023-01-01		926311.6	94.0	
Haifa	2023-01-01		818797.296	94.0	
Haifa	2023-01-01		926311.6	94.0	
Haifa	2023-01-01		818797.296	94.0	
Haifa	2023-02-01		816343.7999999999	94.0	
Haifa	2023-02-01		699640.591	94.0	
Haifa	2023-02-01		816343.7999999999	94.0	
Haifa	2023-02-01		699640.591	94.0	
Haifa	2023-03-01	784712.0	889686.5	94.0	0.0
Haifa	2023-03-01	784712.0	886173.937	94.0	0.0
Haifa	2023-03-01	784712.0	889686.5	94.0	0.0
Haifa	2023-03-01	784712.0	886173.937	94.0	0.0
Haifa	2023-04-01		992506.2	94.0	
Haifa	2023-04-01		909574.218	94.0	
Haifa	2023-04-01		992506.2	94.0	
Haifa	2023-04-01		909574.218	94.0	
Haifa	2023-05-01		1172930.9	94.0	
Haifa	2023-05-01		827134.322	94.0	
Haifa	2023-05-01		1172930.9	94.0	
Haifa	2023-05-01		827134.322	94.0	
Haifa	2023-06-01	846233.5	1065118.8	94.0	0.0
Haifa	2023-06-01	846233.5	785214.804	94.0	0.0
Haifa	2023-06-01	846233.5	1065118.8	94.0	0.0
Haifa	2023-06-01	846233.5	785214.804	94.0	0.0
Haifa	2023-07-01		1067451.6	94.0	
Haifa	2023-07-01		804568.525	94.0	
Haifa	2023-07-01		1067451.6	94.0	
Haifa	2023-07-01		804568.525	94.0	
Haifa	2023-08-01		1090791.9	94.0	
Haifa	2023-08-01		664269.049	94.0	
Haifa	2023-08-01		1090791.9	94.0	
Haifa	2023-08-01		664269.049	94.0	
Haifa	2023-09-01	782103.0	934315.9	94.0	0.0
Haifa	2023-09-01	782103.0	770633.742	94.0	0.0
Haifa	2023-09-01	782103.0	934315.9	94.0	0.0
Haifa	2023-09-01	782103.0	770633.742	94.0	0.0
Haifa	2023-10-01		1164266.4	94.0	
Haifa	2023-10-01		563273.7	94.0	
Haifa	2023-10-01		1164266.4	94.0	
Haifa	2023-10-01		563273.7	94.0	
Haifa	2023-11-01		835100.9	94.0	
Haifa	2023-11-01		466260.267	94.0	
Haifa	2023-11-01		835100.9	94.0	
Haifa	2023-11-01		466260.267	94.0	
Haifa	2023-12-01	676718.0	707471.4	94.0	0.0
Haifa	2023-12-01	676718.0	393756.536	94.0	0.0
Haifa	2023-12-01	676718.0	707471.4	94.0	0.0
Haifa	2023-12-01	676718.0	393756.536	94.0	0.0
Haifa	2024-01-01		737276.8999999999	91.0	
Haifa	2024-01-01		426689.837	91.0	
Haifa	2024-01-01		737276.8999999999	91.0	
Haifa	2024-01-01		426689.837	91.0	
Haifa	2024-02-01		850760.9	91.0	
Haifa	2024-02-01		497526.081	91.0	
Haifa	2024-02-01		850760.9	91.0	
Haifa	2024-02-01		497526.081	91.0	
Haifa	2024-03-01	649511.5	772148.2999999999	91.0	0.0
Haifa	2024-03-01	649511.5	606017.034	91.0	0.0
Haifa	2024-03-01	649511.5	772148.2999999999	91.0	0.0
Haifa	2024-03-01	649511.5	606017.034	91.0	0.0
Haifa	2024-04-01		755350.9	91.0	
Haifa	2024-04-01		361245.19	91.0	
Haifa	2024-04-01		755350.9	91.0	
Haifa	2024-04-01		361245.19	91.0	
Haifa	2024-05-01		756037.2999999999	91.0	
Haifa	2024-05-01		563072.027	91.0	
Haifa	2024-05-01		756037.2999999999	91.0	
Haifa	2024-05-01		563072.027	91.0	
Haifa	2024-06-01	561431.0	725921.5	91.0	0.0
Haifa	2024-06-01	561431.0	347620.456	91.0	0.0
Haifa	2024-06-01	561431.0	725921.5	91.0	0.0
Haifa	2024-06-01	561431.0	347620.456	91.0	0.0
Haifa	2024-07-01		806388.5	91.0	
Haifa	2024-07-01		352176.361	91.0	
Haifa	2024-07-01		806388.5	91.0	
Haifa	2024-07-01		352176.361	91.0	
Haifa	2024-08-01		874817.0	91.0	
Haifa	2024-08-01		408474.845	91.0	
Haifa	2024-08-01		874817.0	91.0	
Haifa	2024-08-01		408474.845	91.0	
Haifa	2024-09-01	604113.5	904670.1	91.0	0.0
Haifa	2024-09-01	604113.5	397717.295	91.0	0.0
Haifa	2024-09-01	604113.5	904670.1	91.0	0.0
Haifa	2024-09-01	604113.5	397717.295	91.0	0.0
Haifa	2024-10-01		908064.5	91.0	
Haifa	2024-10-01		441459.022	91.0	
Haifa	2024-10-01		908064.5	91.0	
Haifa	2024-10-01		441459.022	91.0	
Haifa	2024-11-01		965822.5	91.0	
Haifa	2024-11-01		418159.261	91.0	
Haifa	2024-11-01		965822.5	91.0	
Haifa	2024-11-01		418159.261	91.0	
Haifa	2024-12-01	607012.0	851457.7000000001	91.0	0.0
Haifa	2024-12-01	607012.0	429429.715	91.0	0.0
Haifa	2024-12-01	607012.0	851457.7000000001	91.0	0.0
Haifa	2024-12-01	607012.0	429429.715	91.0	0.0
Haifa	2025-01-01		990758.5		
Haifa	2025-01-01		491298.547		
Haifa	2025-01-01		990758.5		
Haifa	2025-01-01		491298.547		
Haifa	2025-02-01		937137.5		
Haifa	2025-02-01		537610.0719999999		
Haifa	2025-02-01		937137.5		
Haifa	2025-02-01		537610.0719999999		
Haifa	2025-03-01		1068912.8		
Haifa	2025-03-01		474635.748		
Haifa	2025-03-01		1068912.8		
Haifa	2025-03-01		474635.748		
Haifa	2025-04-01		990340.1		
Haifa	2025-04-01		463038.444		
Haifa	2025-04-01		990340.1		
Haifa	2025-04-01		463038.444		
Haifa	2025-05-01		1057106.8		
Haifa	2025-05-01		491606.543		
Haifa	2025-05-01		1057106.8		
Haifa	2025-05-01		491606.543		
Haifa	2025-06-01		796281.3999999999		
Haifa	2025-06-01		397801.964		
Haifa	2025-06-01		796281.3999999999		
Haifa	2025-06-01		397801.964		
Haifa	2025-07-01		914763.3		
Haifa	2025-07-01		439677.45		
Haifa	2025-07-01		914763.3		
Haifa	2025-07-01		439677.45		
Haifa	2025-08-01		735513.5		
Haifa	2025-08-01		518395.2759999999		
Haifa	2025-08-01		735513.5		
Haifa	2025-08-01		518395.2759999999		
