model	spec_id	dep_scenario	delta	param	beta	se	tvalue	pvalue	n_obs	r2	dep_var	formula	description
2A	2A_baseline	low	0.04	C(time_fe)[T.14]	5.054722930119103	0.09409268873841366	53.720676897348504	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.15]	5.530903973253964	0.09498439827972267	58.22960479220833	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.16]	5.530438949958541	0.09590442253126548	57.66615140355578	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.17]	5.529989869947306	0.09679612628639138	57.1302807468316	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.18]	5.0133409168085965	0.09680437869184222	51.78836933365985	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.19]	5.013521448620042	0.09681262114231283	51.785824921011645	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.20]	5.013687344053064	0.09682414891046964	51.781372730568165	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.21]	4.989748248474019	0.09683237512075989	51.52975172044775	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.22]	4.989923887099929	0.09684169194460832	51.52660787828939	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.23]	4.990104394656077	0.09684989945566182	51.52410506053816	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.24]	4.946333736651334	0.09685919987753812	51.067257864045196	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.25]	4.946514231220216	0.09686738868063201	51.06480414712819	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.26]	4.944797765576977	0.09414303280041687	52.52430921850524	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.27]	4.628628098868643	0.09414955248796986	49.16250769710324	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.28]	4.6288065101599924	0.09415474035888283	49.16169374496393	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.29]	4.628980192554125	0.09416123925817278	49.16014518311843	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.30]	4.946718705400908	0.10970691626413698	45.090308558950746	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.31]	4.94716751989036	0.1093115283556621	45.257509379925416	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.32]	4.947587202078878	0.10894190362979397	45.41491416279775	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.33]	4.901728112468484	0.10855362047264015	45.15490216840732	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.34]	4.902156323297162	0.10817981110472316	45.31489076600109	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.35]	4.9025951581262115	0.10779879875764121	45.47912606288385	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.36]	4.73761290258357	0.11137966501044094	42.535707951172746	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.37]	4.738018706108432	0.11104623379556985	42.667081486355215	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.38]	4.738421926047084	0.11071652420053209	42.797784343958945	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.39]	4.840790459894484	0.11039912910058021	43.84808557216275	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.40]	4.841188617154012	0.1100767122240963	43.9801345746794	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	C(time_fe)[T.41]	4.840246155390665	0.11167733757544264	43.341346243331415	0.0	84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
2A	2A_baseline	low	0.04	log_KL	0.050419992084889106				84	0.9983890174642445	log_LP	log_LP ~ log_KL + C(unit_id) + C(time_fe)	Terminal ln(LP) on ln(K/L) with unit and time FE (full sample)
