terminal	year	month	date	LP	log_LP	delta	scenario	K	L	KL	log_KL	t_index
Haifa--Bayport	2023	12	2023-12-01	34.38165722348395	3.537523201919321	0.04	low	1593551.5836533615	2389.492214663643	666.899675953821	6.502639623738939	29
Haifa--Bayport	2024	1	2024-01-01	54.39438732897602	3.996260974439378	0.04	low	1588051.2331830978	2406.315894308943	659.9512711273354	6.492166000669533	30
Haifa--Bayport	2024	2	2024-02-01	54.39438732897602	3.996260974439378	0.04	low	1582569.867887591	2406.315894308943	657.6733635140954	6.488708400040769	31
Haifa--Bayport	2024	3	2024-03-01	54.39438732897602	3.996260974439378	0.04	low	1577459.2684218092	2406.315894308943	655.5495361820861	6.4854738704203125	32
Haifa--Bayport	2024	4	2024-04-01	52.30615859508527	3.9571141193024366	0.04	low	1572014.4626697456	2087.916666666667	752.9105388959067	6.623946414494736	33
Haifa--Bayport	2024	5	2024-05-01	52.30615859508527	3.9571141193024366	0.04	low	1566763.1903499106	2087.916666666667	750.3954613529804	6.620600349370126	34
Haifa--Bayport	2024	6	2024-06-01	52.30615859508527	3.9571141193024366	0.04	low	1561355.3035019203	2087.916666666667	747.8053738584331	6.617142748741361	35
Haifa--Bayport	2024	7	2024-07-01	44.27021009830393	3.7903119925720454	0.04	low	1556139.637818551	2266.458008130081	686.5953978571298	6.531745178200559	36
Haifa--Bayport	2024	8	2024-08-01	44.27021009830393	3.7903119925720454	0.04	low	1550768.4195433017	2266.458008130081	684.2255245764504	6.528287577571794	37
Haifa--Bayport	2024	9	2024-09-01	44.27021009830393	3.7903119925720454	0.04	low	1545415.740726247	2266.458008130081	681.863831221509	6.524829976943029	38
Haifa--Bayport	2024	10	2024-10-01	49.02924397763479	3.892416935956961	0.04	low	1540253.320726541	2260.8255284552847	681.2791616781342	6.5239721511943385	39
Haifa--Bayport	2024	11	2024-11-01	49.02924397763479	3.892416935956961	0.04	low	1534936.9361401314	2260.8255284552847	678.927638077796	6.520514550565573	40
Haifa--Bayport	2024	12	2024-12-01	49.02924397763479	3.892416935956961	0.04	low	1529809.520307229	2260.8255284552847	676.6596984387713	6.517168485440963	41
Haifa--Bayport	2021	7	2021-07-01	0.3132552315866705	-1.1607369843504618	0.06	central	119132.4298387795	2580.950719154392	46.158351244231184	3.832077903282711	0
Haifa--Bayport	2021	8	2021-08-01	0.3132552315866705	-1.1607369843504618	0.06	central	192818.24338714225	2730.8078815465105	70.60849819942129	4.257150508351796	1
Haifa--Bayport	2021	9	2021-09-01	0.3132552315866705	-1.1607369843504618	0.06	central	312080.22058491496	2290.201277614755	136.26759518270228	4.9146205641612495	2
Haifa--Bayport	2021	10	2021-10-01	1.168595606909555	0.15580269185469597	0.06	central	497323.0868630598	2606.1548363861057	190.82637758878752	5.251363996779595	3
Haifa--Bayport	2021	11	2021-11-01	1.168595606909555	0.15580269185469597	0.06	central	804927.4587497052	2757.3854722550113	291.916914355623	5.676469221901127	4
Haifa--Bayport	2021	12	2021-12-01	1.168595606909555	0.15580269185469597	0.06	central	1282711.8865013774	2757.3854722550113	465.1913558724765	6.142448838942371	5
Haifa--Bayport	2022	1	2022-01-01	10.344218571662008	2.336427771530732	0.06	central	1309369.187429925	2969.3380083915863	440.96333382374894	6.088961728733449	6
Haifa--Bayport	2022	2	2022-02-01	10.344218571662008	2.336427771530732	0.06	central	1336580.480022753	2969.3380083915863	450.1274278123507	6.1095307155948175	7
Haifa--Bayport	2022	3	2022-03-01	10.344218571662008	2.336427771530732	0.06	central	1361644.161072729	2969.3380083915863	458.5682590613173	6.12810915534057	8
Haifa--Bayport	2022	4	2022-04-01	27.865006081181804	3.3273716392587556	0.06	central	1389941.8314547492	3304.4263011656717	420.6303015335619	6.0417543042626525	9
Haifa--Bayport	2022	5	2022-05-01	27.865006081181804	3.3273716392587556	0.06	central	1417886.4815044862	3304.4263011656717	429.0870342619872	6.061659775418817	10
Haifa--Bayport	2022	6	2022-06-01	27.865006081181804	3.3273716392587556	0.06	central	1447352.9790225504	3304.4263011656717	438.004315155094	6.082228762280185	11
Haifa--Bayport	2022	7	2022-07-01	51.83817740872656	3.948126893415286	0.06	central	1476451.874805041	3154.5523981500437	468.0384689982933	6.148550491253819	12
Haifa--Bayport	2022	8	2022-08-01	51.83817740872656	3.948126893415286	0.06	central	1507135.4775278212	3154.5523981500437	477.7652380767763	6.169119478115188	13
Haifa--Bayport	2022	9	2022-09-01	51.83817740872656	3.948126893415286	0.06	central	1538456.746463849	3154.5523981500437	487.6941487375711	6.189688464976556	14
Haifa--Bayport	2022	10	2022-10-01	82.60565916291942	4.414078191048307	0.06	central	1569387.2749389815	3898.703183843473	402.54084523352367	5.997796570551041	15
Haifa--Bayport	2022	11	2022-11-01	82.60565916291942	4.414078191048307	0.06	central	1602002.2598796678	3898.703183843473	410.9064435883421	6.01836555741241	16
Haifa--Bayport	2022	12	2022-12-01	82.60565916291942	4.414078191048307	0.06	central	1634210.3649371048	3898.703183843473	419.1676790655412	6.038271028568572	17
Haifa--Bayport	2023	1	2023-01-01	50.09284147902468	3.913878113231629	0.06	central	1625644.835944167	2803.3808012093723	579.8872687017288	6.362833720341911	18
Haifa--Bayport	2023	2	2023-02-01	50.09284147902468	3.913878113231629	0.06	central	1617124.202203703	2803.3808012093723	576.8478550991287	6.357578549067224	19
Haifa--Bayport	2023	3	2023-03-01	50.09284147902468	3.913878113231629	0.06	central	1609466.538591883	2803.3808012093723	574.1162734286982	6.352831942754603	20
