entity	port	terminal	year	month	month_index	t_index	LP	log_LP	K	L	KL	log_KL	lp_freq	kl_freq	source_lp	source_kl	lp_source_file	kl_source_file
Haifa--Bayport	Haifa	Haifa-Bayport	2021	7	24259	1	0.3389180745625607	-1.0819968687651413	4249.3769269910335	64.71622172807184	65.661696766636	4.184515753448906	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2021	8	24260	2	0.3389180745625607	-1.0819968687651413	4217.1456308677725	72.1349452524899	58.46189549471112	4.068375182946566	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2021	9	24261	3	0.3389180745625607	-1.0819968687651413	138148.05880739723	17.58060693871951	7857.980062288982	8.96928486286512	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2021	10	24262	4	1.1686046811847437	0.15581045693604983	405026.0131893743	183.7185616917922	2204.6003923590984	7.698301543502119	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2021	11	24263	5	1.1686046811847437	0.15581045693604983	803842.6125983886	197.9545455351427	4060.7433914958174	8.30912133718842	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2021	12	24264	6	1.1686046811847437	0.15581045693604983	1333597.1094869685	228.06834521519625	5847.357327158397	8.673745099213843	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2022	1	24265	7	10.894919365803274	2.3882965673415013	1329504.975129254	187.5910646644946	7087.251077267805	8.866052826046088	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2022	2	24266	8	10.894919365803274	2.3882965673415013	1331467.0075963351	214.5251368471761	6206.578059637126	8.733364985955317	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2022	3	24267	9	10.894919365803274	2.3882965673415013	1339437.2863574931	303.69498132517356	4410.468953134676	8.391736301366638	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
Haifa--Bayport	Haifa	Haifa-Bayport	2022	4	24268	10	27.929291785610737	3.3296760228726447	1353370.239186773	489.04028388067235	2767.400322213539	7.92566364666714	M	M	Haifa_SIPG_Q	Haifa_Bayport_KL	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/LP/LP_Panel_monthly.tsv	/Users/elyekehat/Downloads/Fall 2025/Econ H191/Thesis/Data/KL/KL_Panel_monthly.tsv
