company	year	ppe_net_nom	additions_nom	depr_nom	disposals_nom	purchase_of_intangible_assets_thousands_nis_cashflow	revaluation_or_basis_flag	source_pdf	source_pages	units_note	deflator	K_book_real	I_real	depr_real	disposals_real
Haifa Port Company (legacy)	2018	1163539.0	-30896.0	67012.0	1759.0	-1113.0		files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	Thousands of NIS, as reported	0.9934449703115105	1171216.3579983236	-31099.86050894401	67454.16404794653	1770.606377370291
Haifa Port Company (legacy)	2019	1010641.0	-25025.0	67739.0	1688.0	-1763.0		files_privatizations_hifa-port_eng_HaifaPort_FinancialStatment_HPC_2019-eng.pdf	FS position; CF; notes	Thousands of NIS, as reported	1.0	1010641.0	-25025.0	67739.0	1688.0
Haifa Port Company (legacy)	2020	987773.0	-49285.0	70474.0	497.0	-4316.0	Historical cost; IFRS (pre-2023 restatement)	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	Thousands of NIS, as reported	1.012793420343926	975295.6330073418	-48662.44093811719	69583.78538445513	490.72198734390275
Haifa Port Company (legacy)	2021	998346.0	-75222.0	72280.0	0.0	-2642.0	Historical cost; IFRS (pre-2023 restatement)	"חברת נמל חיפה בע""מ הדוח השנתי לשנת 2021.pdf"	Balance sheet; cash-flow; notes	Thousands of NIS, as reported	1.047769668041202	952829.6441968975	-71792.4962846338	68984.62725603323	0.0
Haifa Port Company (legacy)	2022	1006064.0					Historical cost PPE; opening balances from Note 8	Haifa Port Company Ltd.pdf	Note 8 opening balances	Thousands of NIS, as reported	1.096491222379236	917530.3727621081			
Haifa Port Company (legacy)	2023	1044165.0	-95529.0	68663.0		-1747.0	Historical cost PPE; IFRS post-privatisation	Haifa Port Company Ltd.pdf	Balance sheet; cash-flow; Note 8	Thousands of NIS, as reported	1.1715000986796444	891305.9428478417	-81544.16726696592	58611.1773079555	
Haifa Port Company (legacy)	2024	966652.0	-61123.0	63266.0		-2337.0	Historical cost PPE; IFRS post-privatisation	Haifa Port Company Ltd.pdf	Balance sheet; cash-flow; Note 8	Thousands of NIS, as reported	1.235768472572121	782227.4329333038	-49461.53050237554	51195.67411225384	
