table_group	reform	reform_order	row_key	row_label	row_order	row_type	series_id	series_display	spec_name	spec_display	column_key	column_label	column_order	beta	se	pvalue	n_obs	r2	a_used	b_used	n_months_used	value_display
main	privatization	2	post_1_6	Average post, months 1-6	2	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	-0.1425670782579287	0.09986487879264105	0.15340708910668366	36	0.424018345076833	1.0	6.0	6.0	-0.143 (0.100)
main	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	-1.504608159947844	0.07165571613421107	0.0	36	0.38566208654351175	7.0	12.0	6.0	-1.505*** (0.072)
main	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	-0.7363893264311203	0.4061585895871905	0.06982278261784347	36	0.41367420760795404	7.0	12.0	6.0	-0.736* (0.406)
main	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	-0.3027146717313265	0.07286231293647896	3.2583935709151746e-05	36	0.3891558601684115	7.0	12.0	6.0	-0.303*** (0.073)
main	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	-0.20644658454598197	0.109578135554745	0.05956327549980456	36	0.424018345076833	7.0	12.0	6.0	-0.206* (0.110)
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	-1.3303072887823921	0.15208714894545639	0.0	36	0.38566208654351175	13.0	23.0	11.0	-1.330*** (0.152)
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	0.05014836961442315	0.8055434231300252	0.9503604915044437	36	0.41367420760795404	13.0	23.0	11.0	0.050 (0.806)
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	-0.12197846867052675	0.05930492869645926	0.039705319903654335	36	0.3891558601684115	13.0	23.0	11.0	-0.122** (0.059)
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	0.07782994483812278	0.213635838040567	0.7156255802896212	36	0.424018345076833	13.0	23.0	11.0	0.078 (0.214)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	-1.1202633691060053	0.14939038805461075	6.439293542825908e-14	36	0.38566208654351175	1.0	23.0	23.0	-1.120*** (0.149)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	-0.1772399970585296	0.5526719619551707	0.7484403543643636	36	0.41367420760795404	1.0	23.0	23.0	-0.177 (0.553)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	-0.19451095670219254	0.049546738626602686	8.643927526108541e-05	36	0.3891558601684115	1.0	23.0	23.0	-0.195*** (0.050)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	-0.05382402537409189	0.14383643085693731	0.7082532847592502	36	0.424018345076833	1.0	23.0	23.0	-0.054 (0.144)
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1			3.756151461651597e-27	36	0.38566208654351175			2.0	0.000
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2			6.343841446270992e-07	36	0.41367420760795404			2.0	0.000
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3			3.3578084387941636e-21	36	0.3891558601684115			2.0	0.000
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4			8.485989964905777e-05	36	0.424018345076833			2.0	0.000
main	privatization	2	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1				36	0.38566208654351175				36
main	privatization	2	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2				36	0.41367420760795404				36
main	privatization	2	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3				36	0.3891558601684115				36
main	privatization	2	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4				36	0.424018345076833				36
main	privatization	2	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1				36	0.38566208654351175				0.386
main	privatization	2	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2				36	0.41367420760795404				0.414
main	privatization	2	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3				36	0.3891558601684115				0.389
main	privatization	2	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4				36	0.424018345076833				0.424
