table_group	reform	reform_order	row_key	row_label	row_order	row_type	series_id	series_display	spec_name	spec_display	column_key	column_label	column_order	beta	se	pvalue	n_obs	r2	a_used	b_used	n_months_used	value_display
bayport_appendix	privatization	2	avg_pre	Average pre, months -12 to -2	1	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	0.647581374195862	0.22806610340168085	0.004519195007062882	36	0.7573961355227737	-12.0	-2.0	11.0	0.648*** (0.228)
bayport_appendix	privatization	2	post_1_6	Average post, months 1-6	2	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	-0.02888648623534129	0.017935480497028495	0.10727178161266604	36	0.714186824105222	1.0	6.0	6.0	-0.029 (0.018)
bayport_appendix	privatization	2	post_1_6	Average post, months 1-6	2	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	0.10557848694243566	0.15342587385229245	0.491364598271544	36	0.7573961355227737	1.0	6.0	6.0	0.106 (0.153)
bayport_appendix	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	0.3501313318172823	0.08816017341418077	7.141060680804223e-05	36	0.714186824105222	7.0	12.0	6.0	0.350*** (0.088)
bayport_appendix	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	0.32581176202571305	0.29226516986324236	0.2649441282945677	36	0.7573961355227737	7.0	12.0	6.0	0.326 (0.292)
bayport_appendix	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	0.47715136320093254	0.03560197408920107	0.0	36	0.714186824105222	13.0	23.0	11.0	0.477*** (0.036)
bayport_appendix	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	0.5377856002530814	0.5850984194514333	0.3580239235066853	36	0.7573961355227737	13.0	23.0	11.0	0.538 (0.585)
bayport_appendix	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	0.3120058290739958	0.02443234258315631	0.0	36	0.714186824105222	1.0	23.0	23.0	0.312*** (0.024)
bayport_appendix	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	0.36973839550403426	0.3946661594823079	0.34884171275127973	36	0.7573961355227737	1.0	23.0	23.0	0.370 (0.395)
bayport_appendix	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1			3.6702521708457404e-10	36	0.714186824105222			2.0	0.000
bayport_appendix	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2			0.025302682496305164	36	0.7573961355227737			2.0	0.025
bayport_appendix	privatization	2	n_obs	Observations	7	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1				36	0.714186824105222				36
bayport_appendix	privatization	2	n_obs	Observations	7	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2				36	0.7573961355227737				36
bayport_appendix	privatization	2	r2	R-squared	8	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1				36	0.714186824105222				0.714
bayport_appendix	privatization	2	r2	R-squared	8	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2				36	0.7573961355227737				0.757
