port	terminal	year	month	month_index	quarter	TEU_port_m	share_i_p_q	TEU_i_m	tons_port_m	tons_i_m	TEU_i_y	Pi_teu_per_hour_i_y	H_annual_i_y	quarter_index	tons_port_q	activity_i_q_raw	activity_i_y	w_i_q_in_year	L_hours_i_q	active_months_in_q	is_active_month	w_i_m_in_year	L_hours_i_m	anchor_mode	labor_weight_source	teu_month_source	kpi_backfill_source
Ashdod	Ashdod-HCT	2020	1	202001	Q1	118457.0	0.0	0.0	1835242.0999999999	0.0	0.0			20201	11250944.59	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	2	202002	Q1	125794.0	0.0	0.0	1933438.078	0.0	0.0			20201	11250944.59	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	3	202003	Q1	119175.0	0.0	0.0	1856792.1169999999	0.0	0.0			20201	11250944.59	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	4	202004	Q2	114099.0	0.0	0.0	1850266.5050000001	0.0	0.0			20202	11784241.67	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	5	202005	Q2	121426.0	0.0	0.0	1997070.614	0.0	0.0			20202	11784241.67	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	6	202006	Q2	136483.0	0.0	0.0	2044783.716	0.0	0.0			20202	11784241.67	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	7	202007	Q3	143321.0	0.0	0.0	2081313.4279999998	0.0	0.0			20203	12255035.454	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	8	202008	Q3	145353.0	0.0	0.0	2099862.499	0.0	0.0			20203	12255035.454	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	9	202009	Q3	136085.0	0.0	0.0	1946341.7999999998	0.0	0.0			20203	12255035.454	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	10	202010	Q4	144608.0	0.0	0.0	2106747.689	0.0	0.0			20204	12657071.053999998	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	11	202011	Q4	138073.0	0.0	0.0	2089987.7999999998	0.0	0.0			20204	12657071.053999998	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2020	12	202012	Q4	141625.0	0.0	0.0	2131800.0379999997	0.0	0.0			20204	12657071.053999998	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2021	1	202101	Q1	133397.0	0.0	0.0	1978636.9	0.0	24323.414805128326	31.200000000000003	779.5966283694976	20211	11817143.6	0.0	232655.67611342284	0.0	0.0	0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	2	202102	Q1	119323.0	0.0	0.0	1874818.0	0.0	24323.414805128326	31.200000000000003	779.5966283694976	20211	11817143.6	0.0	232655.67611342284	0.0	0.0	0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	3	202103	Q1	136831.0	0.0	0.0	2055116.9	0.0	24323.414805128326	31.200000000000003	779.5966283694976	20211	11817143.6	0.0	232655.67611342284	0.0	0.0	0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	4	202104	Q2	130945.0	0.0	0.0	1879225.8	0.0	24323.414805128326	31.200000000000003	779.5966283694976	20212	11740780.8	0.0	232655.67611342284	0.0	0.0	0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	5	202105	Q2	139946.0	0.0	0.0	1939299.0	0.0	24323.414805128326	31.200000000000003	779.5966283694976	20212	11740780.8	0.0	232655.67611342284	0.0	0.0	0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	6	202106	Q2	145913.0	0.0	0.0	2051865.6	0.0	24323.414805128326	31.200000000000003	779.5966283694976	20212	11740780.8	0.0	232655.67611342284	0.0	0.0	0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	7	202107	Q3	150512.0	0.006946241919351687	0.0	1922524.0	0.0	24323.414805128326	31.200000000000003	779.5966283694976	20213	11508768.8	79942.69227868682	232655.67611342284	0.34360946448481944	267.87677998821385	3	1.0	0.11453648816160647	89.29225999607128	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	8	202108	Q3	161251.50681736224	0.006946241919351687	4743.112913078105	2207186.2	9638.199999999999	24323.414805128326	31.200000000000003	779.5966283694976	20213	11508768.8	79942.69227868682	232655.67611342284	0.34360946448481944	267.87677998821385	3	1.0	0.11453648816160647	89.29225999607128	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	9	202109	Q3	119088.7115092014	0.006946241919351687	3952.085574313424	1624674.2	8030.799999999999	24323.414805128326	31.200000000000003	779.5966283694976	20213	11508768.8	79942.69227868682	232655.67611342284	0.34360946448481944	267.87677998821385	3	1.0	0.11453648816160647	89.29225999607128	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	10	202110	Q4	131158.64319885705	0.012611714128024658	4919.787745545559	1923009.5	9805.0	24323.414805128326	31.200000000000003	779.5966283694976	20214	12108820.6	152712.98383473602	232655.67611342284	0.6563905355151806	511.7198483812837	3	1.0	0.21879684517172687	170.57328279376125	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	11	202111	Q4	149293.31231996237	0.012611714128024658	4438.195468322242	2204187.1999999997	8845.2	24323.414805128326	31.200000000000003	779.5966283694976	20214	12108820.6	152712.98383473602	232655.67611342284	0.6563905355151806	511.7198483812837	3	1.0	0.21879684517172687	170.57328279376125	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2021	12	202112	Q4	132608.90094871746	0.012611714128024658	6270.233103868998	1927213.6	12496.4	24323.414805128326	31.200000000000003	779.5966283694976	20214	12108820.6	152712.98383473602	232655.67611342284	0.6563905355151806	511.7198483812837	3	1.0	0.21879684517172687	170.57328279376125	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	1	202201	Q1	114745.83031068169	0.017785398799426498	5750.774345184445	1721866.8	12510.18	166235.25	29.6	5616.055743243243	20221	11395730.2	202677.60621766828	1457155.7824928989	0.13909124106890472	781.1441632398528	3	1.0	0.046363747022968235	260.3813877466176	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	2	202202	Q1	128260.90539276735	0.017785398799426498	7800.0615681366535	1906141.4	16968.18	166235.25	29.6	5616.055743243243	20221	11395730.2	202677.60621766828	1457155.7824928989	0.13909124106890472	781.1441632398528	3	1.0	0.046363747022968235	260.3813877466176	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	3	202203	Q1	137811.264296551	0.017785398799426498	6768.164086678901	2069856.9000000001	14723.4	166235.25	29.6	5616.055743243243	20221	11395730.2	202677.60621766828	1457155.7824928989	0.13909124106890472	781.1441632398528	3	1.0	0.046363747022968235	260.3813877466176	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	4	202204	Q2	124936.18079157535	0.0221127094431899	4326.902139925321	1853583.5999999999	23690.2	166235.25	29.6	5616.055743243243	20222	11645267.799999999	257508.42324953523	1457155.7824928989	0.17671989937067017	992.4688058060202	3	1.0	0.05890663312355672	330.8229352686734	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	5	202205	Q2	145440.31200711883	0.0221127094431899	10328.880256654682	2106472.8	56551.6	166235.25	29.6	5616.055743243243	20222	11645267.799999999	257508.42324953523	1457155.7824928989	0.17671989937067017	992.4688058060202	3	1.0	0.05890663312355672	330.8229352686734	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	6	202206	Q2	130388.50720130584	0.0221127094431899	11930.217603419997	1862577.5	65319.074	166235.25	29.6	5616.055743243243	20222	11645267.799999999	257508.42324953523	1457155.7824928989	0.17671989937067017	992.4688058060202	3	1.0	0.05890663312355672	330.8229352686734	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	7	202207	Q3	141626.12704400037	0.04626643170346786	15192.77306399003	1773857.0999999999	114924.8	166235.25	29.6	5616.055743243243	20223	10736333.6	496731.84525004716	1457155.7824928989	0.3408913797811236	1914.464991241893	3	1.0	0.11363045992704121	638.154997080631	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	8	202208	Q3	158942.42482064283	0.04626643170346786	18597.859566679537	1982143.7000000002	140682.368	166235.25	29.6	5616.055743243243	20223	10736333.6	496731.84525004716	1457155.7824928989	0.3408913797811236	1914.464991241893	3	1.0	0.11363045992704121	638.154997080631	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	9	202209	Q3	134109.44813535683	0.04626643170346786	26542.36736933044	1612166.0	200778.11	166235.25	29.6	5616.055743243243	20223	10736333.6	496731.84525004716	1457155.7824928989	0.3408913797811236	1914.464991241893	3	1.0	0.11363045992704121	638.154997080631	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	10	202210	Q4	115031.31920027958	0.05161434674515913	13732.599428640397	1478682.1	130114.56559999999	166235.25	29.6	5616.055743243243	20224	9691838.4	500237.9077756483	1457155.7824928989	0.3432974797793016	1927.9777829554778	3	1.0	0.11443249325976718	642.6592609851592	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	11	202211	Q4	128513.84312750891	0.05161434674515913	25457.717973368843	1613172.0	241208.515	166235.25	29.6	5616.055743243243	20224	9691838.4	500237.9077756483	1457155.7824928989	0.3432974797793016	1927.9777829554778	3	1.0	0.11443249325976718	642.6592609851592	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2022	12	202212	Q4	137468.0876722115	0.05161434674515913	19806.93259799075	1754065.1	187668.07	166235.25	29.6	5616.055743243243	20224	9691838.4	500237.9077756483	1457155.7824928989	0.3432974797793016	1927.9777829554778	3	1.0	0.11443249325976718	642.6592609851592	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	alpha2023_times_legacy_sameyear
Ashdod	Ashdod-HCT	2023	1	202301	Q1	139548.6269570134	0.07527604768576757	27837.13692352143	1812451.1	258278.23665	474968.25	28.0	16963.151785714286	20231	10064080.0	757584.1659933797	3726889.6023465535	0.20327518301491507	3448.187783750855	3	1.0	0.06775839433830502	1149.3959279169517	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	2	202302	Q1	118621.65851935084	0.07527604768576757	30523.17858578851	1508859.5	283199.840693	474968.25	28.0	16963.151785714286	20231	10064080.0	757584.1659933797	3726889.6023465535	0.20327518301491507	3448.187783750855	3	1.0	0.06775839433830502	1149.3959279169517	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	3	202303	Q1	132945.7145236358	0.07527604768576757	29964.68449069006	1710729.4	278018.026541	474968.25	28.0	16963.151785714286	20231	10064080.0	757584.1659933797	3726889.6023465535	0.20327518301491507	3448.187783750855	3	1.0	0.06775839433830502	1149.3959279169517	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	4	202304	Q2	120607.07626327378	0.11375105618896984	40866.029530656655	1328739.8	391020.456997	474968.25	28.0	16963.151785714286	20232	9715705.8	1105171.7963713002	3726889.6023465535	0.2965399875744785	5030.252819759708	3	1.0	0.09884666252482617	1676.7509399199025	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	5	202305	Q2	155288.09704820722	0.11375105618896984	55820.49272237844	1703804.9000000001	534109.988779999	474968.25	28.0	16963.151785714286	20232	9715705.8	1105171.7963713002	3726889.6023465535	0.2965399875744785	5030.252819759708	3	1.0	0.09884666252482617	1676.7509399199025	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	6	202306	Q2	165254.57668851904	0.11375105618896984	53857.22774696493	1825308.2	515324.783153	474968.25	28.0	16963.151785714286	20232	9715705.8	1105171.7963713002	3726889.6023465535	0.2965399875744785	5030.252819759708	3	1.0	0.09884666252482617	1676.7509399199025	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	7	202307	Q3	145097.3971894218	0.11334269799425886	40905.94660486635	1688590.8	354185.78699562	474968.25	28.0	16963.151785714286	20233	9967032.2	1129690.3205436533	3726889.6023465535	0.3031188044401339	5141.8502888222365	3	1.0	0.10103960148004462	1713.9500962740788	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	8	202308	Q3	149031.02701186234	0.11334269799425886	51801.27231693696	1693768.3	448523.403704	474968.25	28.0	16963.151785714286	20233	9967032.2	1129690.3205436533	3726889.6023465535	0.3031188044401339	5141.8502888222365	3	1.0	0.10103960148004462	1713.9500962740788	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	9	202309	Q3	143153.8257987158	0.11334269799425886	55981.031078196684	1601157.0	484714.013363	474968.25	28.0	16963.151785714286	20233	9967032.2	1129690.3205436533	3726889.6023465535	0.3031188044401339	5141.8502888222365	3	1.0	0.10103960148004462	1713.9500962740788	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	10	202310	Q4	112121.43516112329	0.08897763452254348	40369.43447352597	1353355.6	339460.035671	474968.25	28.0	16963.151785714286	20234	8254246.4	734443.3194382202	3726889.6023465535	0.19706602497047251	3342.860893381487	3	1.0	0.06568867499015751	1114.2869644604957	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	11	202311	Q4	111537.45673975603	0.08897763452254348	29797.897409679572	1405591.0	250565.69282	474968.25	28.0	16963.151785714286	20234	8254246.4	734443.3194382202	3726889.6023465535	0.19706602497047251	3342.860893381487	3	1.0	0.06568867499015751	1114.2869644604957	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2023	12	202312	Q4	103806.35809912065	0.08897763452254348	17243.918116794466	1368176.6	145001.31436999998	474968.25	28.0	16963.151785714286	20234	8254246.4	734443.3194382202	3726889.6023465535	0.19706602497047251	3342.860893381487	3	1.0	0.06568867499015751	1114.2869644604957	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	1	202401	Q1	104861.55907122328	0.088836683766419	20032.40010460742	1322543.7999999998	172316.843482	692667.0	61.0	11355.196721311475	20241	9374352.799999999	832786.4152084443	4866866.8703384865	0.17111345705466663	1943.0269665194223	3	1.0	0.057037819018222205	647.6756555064741	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	2	202402	Q1	137347.67277316542	0.088836683766419	35058.07338361554	1688545.2	301566.288237	692667.0	61.0	11355.196721311475	20241	9374352.799999999	832786.4152084443	4866866.8703384865	0.17111345705466663	1943.0269665194223	3	1.0	0.057037819018222205	647.6756555064741	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	3	202403	Q1	140788.5181556113	0.088836683766419	46982.27651177704	1676087.4	404137.175067999	692667.0	61.0	11355.196721311475	20241	9374352.799999999	832786.4152084443	4866866.8703384865	0.17111345705466663	1943.0269665194223	3	1.0	0.057037819018222205	647.6756555064741	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	4	202404	Q2	143374.32677162674	0.13783242331960488	51112.9007220922	1550867.2999999998	447052.43409	692667.0	61.0	11355.196721311475	20242	9511593.399999999	1311005.9679527597	4866866.8703384865	0.2693737065097859	3058.791428967441	3	1.0	0.08979123550326198	1019.597142989147	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	5	202405	Q2	158821.14582077647	0.13783242331960488	70082.2071258096	1674636.9	612965.040907001	692667.0	61.0	11355.196721311475	20242	9511593.399999999	1311005.9679527597	4866866.8703384865	0.2693737065097859	3058.791428967441	3	1.0	0.08979123550326198	1019.597142989147	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	6	202406	Q2	145050.52740759682	0.13783242331960488	63739.89215209821	1530292.5	557492.796	692667.0	61.0	11355.196721311475	20242	9511593.399999999	1311005.9679527597	4866866.8703384865	0.2693737065097859	3058.791428967441	3	1.0	0.08979123550326198	1019.597142989147	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	7	202407	Q3	173270.238837125	0.1377685875034361	75663.05353625775	1701165.7	618378.3988699999	692667.0	61.0	11355.196721311475	20243	10441744.600000001	1438544.4046136315	4866866.8703384865	0.2955791565577757	3356.3594694328663	3	1.0	0.09852638551925857	1118.7864898109553	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	8	202408	Q3	176637.6558695013	0.1377685875034361	73926.59071710799	1743592.9000000001	604186.649428001	692667.0	61.0	11355.196721311475	20243	10441744.600000001	1438544.4046136315	4866866.8703384865	0.2955791565577757	3356.3594694328663	3	1.0	0.09852638551925857	1118.7864898109553	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	9	202409	Q3	178186.60529337375	0.1377685875034361	68674.85574663429	1776113.7000000002	561265.311859	692667.0	61.0	11355.196721311475	20243	10441744.600000001	1438544.4046136315	4866866.8703384865	0.2955791565577757	3356.3594694328663	3	1.0	0.09852638551925857	1118.7864898109553	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	10	202410	Q4	140530.84796913754	0.12754091470972825	58026.64067054409	1431902.7000000002	486900.45149899996	692667.0	61.0	11355.196721311475	20244	10071513.8	1284530.0825636513	4866866.8703384865	0.26393367987777183	2997.0188563917472	3	1.0	0.08797789329259062	999.0062854639158	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	11	202411	Q4	156710.64569091419	0.12754091470972825	66842.59019000847	1590222.6	560874.9182579999	692667.0	61.0	11355.196721311475	20244	10071513.8	1284530.0825636513	4866866.8703384865	0.26393367987777183	2997.0188563917472	3	1.0	0.08797789329259062	999.0062854639158	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2024	12	202412	Q4	192522.25633994828	0.12754091470972825	62525.51913944745	2013631.5999999999	524650.456194001	692667.0	61.0	11355.196721311475	20244	10071513.8	1284530.0825636513	4866866.8703384865	0.26393367987777183	2997.0188563917472	3	1.0	0.08797789329259062	999.0062854639158	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-Legacy	2018	1	201801	Q1	121784.0	0.3333333333333333	121784.0	2003195.046	2003195.046	1477211.0	41.0	36029.53658536585	20181	11511486.814	3837162.271333333	15650031.408666667	0.24518559555148184	8833.923385126829	3	1.0	0.08172853185049395	2944.6411283756097	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	2	201802	Q1	108885.0	0.3333333333333333	108885.0	1853087.047	1853087.047	1477211.0	41.0	36029.53658536585	20181	11511486.814	3837162.271333333	15650031.408666667	0.24518559555148184	8833.923385126829	3	1.0	0.08172853185049395	2944.6411283756097	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	3	201803	Q1	122666.0	0.3333333333333333	122666.0	1899461.314	1899461.314	1477211.0	41.0	36029.53658536585	20181	11511486.814	3837162.271333333	15650031.408666667	0.24518559555148184	8833.923385126829	3	1.0	0.08172853185049395	2944.6411283756097	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	4	201804	Q2	117145.0	0.3333333333333333	117145.0	1925889.287	1925889.287	1477211.0	41.0	36029.53658536585	20182	11759122.838	3919707.6126666665	15650031.408666667	0.2504600476709595	9023.95945073331	3	1.0	0.08348668255698649	3007.98648357777	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	5	201805	Q2	109438.0	0.3333333333333333	109438.0	1982586.069	1982586.069	1477211.0	41.0	36029.53658536585	20182	11759122.838	3919707.6126666665	15650031.408666667	0.2504600476709595	9023.95945073331	3	1.0	0.08348668255698649	3007.98648357777	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	6	201806	Q2	132217.0	0.3333333333333333	132217.0	1971086.063	1971086.063	1477211.0	41.0	36029.53658536585	20182	11759122.838	3919707.6126666665	15650031.408666667	0.2504600476709595	9023.95945073331	3	1.0	0.08348668255698649	3007.98648357777	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	7	201807	Q3	142318.0	0.3333333333333333	142318.0	2204184.377	2204184.377	1477211.0	41.0	36029.53658536585	20183	11837824.406	3945941.468666666	15650031.408666667	0.2521363290351919	9084.355091473288	3	1.0	0.08404544301173063	3028.1183638244293	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	8	201808	Q3	136641.0	0.3333333333333333	136641.0	2189938.196	2189938.196	1477211.0	41.0	36029.53658536585	20183	11837824.406	3945941.468666666	15650031.408666667	0.2521363290351919	9084.355091473288	3	1.0	0.08404544301173063	3028.1183638244293	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	9	201809	Q3	95956.0	0.3333333333333333	95956.0	1524789.63	1524789.63	1477211.0	41.0	36029.53658536585	20183	11837824.406	3945941.468666666	15650031.408666667	0.2521363290351919	9084.355091473288	3	1.0	0.08404544301173063	3028.1183638244293	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	10	201810	Q4	137108.0	0.3333333333333333	137108.0	2025302.49	2025302.49	1477211.0	41.0	36029.53658536585	20184	11841660.168	3947220.056	15650031.408666667	0.25221802774236673	9087.298658032421	3	1.0	0.08407267591412224	3029.0995526774736	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	11	201811	Q4	130572.0	0.3333333333333333	130572.0	2055397.323	2055397.323	1477211.0	41.0	36029.53658536585	20184	11841660.168	3947220.056	15650031.408666667	0.25221802774236673	9087.298658032421	3	1.0	0.08407267591412224	3029.0995526774736	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2018	12	201812	Q4	122481.0	0.3333333333333333	122481.0	1840130.271	1840130.271	1477211.0	41.0	36029.53658536585	20184	11841660.168	3947220.056	15650031.408666667	0.25221802774236673	9087.298658032421	3	1.0	0.08407267591412224	3029.0995526774736	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2019	1	201901	Q1	122983.0	0.3333333333333333	122983.0	1957516.591	1957516.591	1537596.0	42.0	36609.42857142857	20191	11426758.879999999	3808919.626666666	15726613.550666666	0.24219579214529643	8866.649552843792	3	1.0	0.08073193071509882	2955.5498509479307	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2019	2	201902	Q1	134800.0	0.3333333333333333	134800.0	1858875.069	1858875.069	1537596.0	42.0	36609.42857142857	20191	11426758.879999999	3808919.626666666	15726613.550666666	0.24219579214529643	8866.649552843792	3	1.0	0.08073193071509882	2955.5498509479307	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2019	3	201903	Q1	117963.0	0.3333333333333333	117963.0	1896987.78	1896987.78	1537596.0	42.0	36609.42857142857	20191	11426758.879999999	3808919.626666666	15726613.550666666	0.24219579214529643	8866.649552843792	3	1.0	0.08073193071509882	2955.5498509479307	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
Ashdod	Ashdod-Legacy	2019	4	201904	Q2	134523.0	0.3333333333333333	134523.0	2000467.108	2000467.108	1537596.0	42.0	36609.42857142857	20192	12027377.948	4009125.9826666666	15726613.550666666	0.2549262096223326	9332.702862153812	3	1.0	0.08497540320744419	3110.9009540512707	work_only	quarter_flat_with_first_supported_quarter	observed_port_month_pre_entry	
