port	terminal	year	month	month_index	quarter	TEU_port_m	share_i_p_q	TEU_i_m	tons_port_m	tons_i_m	TEU_i_y	Pi_teu_per_hour_i_y	H_annual_i_y	quarter_index	tons_port_q	activity_i_q_raw	activity_i_y	w_i_q_in_year	L_hours_i_q	active_months_in_q	is_active_month	w_i_m_in_year	L_hours_i_m	anchor_mode	labor_weight_source	teu_month_source	kpi_backfill_source
Ashdod	Ashdod-HCT	2018	1	201801	Q1	121784.0	0.0	0.0	2003195.046	0.0	0.0			20181	11511486.814	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	2	201802	Q1	108885.0	0.0	0.0	1853087.047	0.0	0.0			20181	11511486.814	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	3	201803	Q1	122666.0	0.0	0.0	1899461.314	0.0	0.0			20181	11511486.814	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	4	201804	Q2	117145.0	0.0	0.0	1925889.287	0.0	0.0			20182	11759122.838	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	5	201805	Q2	109438.0	0.0	0.0	1982586.069	0.0	0.0			20182	11759122.838	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	6	201806	Q2	132217.0	0.0	0.0	1971086.063	0.0	0.0			20182	11759122.838	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	7	201807	Q3	142318.0	0.0	0.0	2204184.377	0.0	0.0			20183	11837824.406	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	8	201808	Q3	136641.0	0.0	0.0	2189938.196	0.0	0.0			20183	11837824.406	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	9	201809	Q3	95956.0	0.0	0.0	1524789.63	0.0	0.0			20183	11837824.406	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	10	201810	Q4	137108.0	0.0	0.0	2025302.49	0.0	0.0			20184	11841660.168	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	11	201811	Q4	130572.0	0.0	0.0	2055397.323	0.0	0.0			20184	11841660.168	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2018	12	201812	Q4	122481.0	0.0	0.0	1840130.271	0.0	0.0			20184	11841660.168	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	1	201901	Q1	122983.0	0.0	0.0	1957516.591	0.0	0.0			20191	11426758.879999999	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	2	201902	Q1	134800.0	0.0	0.0	1858875.069	0.0	0.0			20191	11426758.879999999	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	3	201903	Q1	117963.0	0.0	0.0	1896987.78	0.0	0.0			20191	11426758.879999999	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	4	201904	Q2	134523.0	0.0	0.0	2000467.108	0.0	0.0			20192	12027377.948	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	5	201905	Q2	129557.0	0.0	0.0	2054487.8950000003	0.0	0.0			20192	12027377.948	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	6	201906	Q2	138893.0	0.0	0.0	1958733.9710000001	0.0	0.0			20192	12027377.948	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	7	201907	Q3	149568.0	0.0	0.0	2197893.836	0.0	0.0			20193	12544938.714	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	8	201908	Q3	132240.0	0.0	0.0	2181836.7509999997	0.0	0.0			20193	12544938.714	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	9	201909	Q3	127738.0	0.0	0.0	1892738.77	0.0	0.0			20193	12544938.714	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	10	201910	Q4	113143.0	0.0	0.0	1792693.28	0.0	0.0			20194	11180765.11	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	11	201911	Q4	119108.0	0.0	0.0	1982382.752	0.0	0.0			20194	11180765.11	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
Ashdod	Ashdod-HCT	2019	12	201912	Q4	117080.0	0.0	0.0	1815306.523	0.0	0.0			20194	11180765.11	0.0	0.0	0.0		0	0.0	0.0	0.0	work_only	quarter_flat_with_first_supported_quarter	quarter_benchmarked_by_tons	
