port	terminal	year	month	month_index	quarter	tons_port_m	tons_i_m	tons_i_q	w_month_in_q	TEU_i_q	TEU_i_m	TEU_port_m	share_i_p_q	teu_month_source	TEU_i_y	Pi_teu_per_hour_i_y	H_annual_i_y	anchor_mode	kpi_backfill_source	quarter_index	tons_port_q	activity_i_q_raw	activity_i_y	w_i_q_in_year	L_hours_i_q	active_months_in_q	is_active_month	L_hours_i_m	w_i_m_in_year	labor_weight_source
Ashdod	Ashdod-Legacy	2020	4	202004	Q2	1850266.5050000001	1850266.5050000001	5892120.835	0.3140238560637055	372009.518865418	114099.0	114099.0	0.3333333333333333	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20202	11784241.67	3928080.5566666666	15982430.922666665	0.2457749121940999	9985.387246067668	3	1.0	3328.4624153558893	0.08192497073136663	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	5	202005	Q2	1997070.614	1997070.614	5892120.835	0.3389391816503709	372009.518865418	121426.0	121426.0	0.3333333333333333	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20202	11784241.67	3928080.5566666666	15982430.922666665	0.2457749121940999	9985.387246067668	3	1.0	3328.4624153558893	0.08192497073136663	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	6	202006	Q2	2044783.716	2044783.716	5892120.835	0.3470369622859237	372009.518865418	136483.0	136483.0	0.3333333333333333	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20202	11784241.67	3928080.5566666666	15982430.922666665	0.2457749121940999	9985.387246067668	3	1.0	3328.4624153558893	0.08192497073136663	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	7	202007	Q3	2081313.4279999998	2081313.4279999998	6127517.727	0.33966665144500524	424749.74092526495	143321.0	143321.0	0.33333333333333337	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20203	12255035.454	4085011.8180000004	15982430.922666665	0.2555938979349217	10384.314761127833	3	1.0	3461.4382537092774	0.08519796597830723	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	8	202008	Q3	2099862.499	2099862.499	6127517.727	0.342693826857043	424749.74092526495	145353.0	145353.0	0.33333333333333337	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20203	12255035.454	4085011.8180000004	15982430.922666665	0.2555938979349217	10384.314761127833	3	1.0	3461.4382537092774	0.08519796597830723	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	9	202009	Q3	1946341.7999999998	1946341.7999999998	6127517.727	0.3176395216979516	424749.74092526495	136085.0	136085.0	0.33333333333333337	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20203	12255035.454	4085011.8180000004	15982430.922666665	0.2555938979349217	10384.314761127833	3	1.0	3461.4382537092774	0.08519796597830723	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	10	202010	Q4	2106747.689	2106747.689	6328535.526999999	0.33289655719112154	424331.806131712	144608.0	144608.0	0.3333333333333333	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20204	12657071.053999998	4219023.684666665	15982430.922666665	0.26397884684007267	10724.979970237135	3	1.0	3574.9933234123782	0.08799294894669088	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	11	202011	Q4	2089987.7999999998	2089987.7999999998	6328535.526999999	0.3302482527092243	424331.806131712	138073.0	138073.0	0.3333333333333333	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20204	12657071.053999998	4219023.684666665	15982430.922666665	0.26397884684007267	10724.979970237135	3	1.0	3574.9933234123782	0.08799294894669088	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2020	12	202012	Q4	2131800.0379999997	2131800.0379999997	6328535.526999999	0.33685519009965414	424331.806131712	141625.0	141625.0	0.3333333333333333	observed_port_month_pre_entry	1584499.0	39.0	40628.179487179485	work_only		20204	12657071.053999998	4219023.684666665	15982430.922666665	0.26397884684007267	10724.979970237135	3	1.0	3574.9933234123782	0.08799294894669088	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	1	202101	Q1	1978636.9	1978636.9	5908571.8	0.3348756631847987	389525.919054056	133397.0	133397.0	0.33333333333333337	observed_port_month_pre_entry	1625944.6599889721	39.0	41690.888717665955	work_only		20211	11817143.6	3939047.866666667	15492515.590553245	0.2542548912501047	10600.112377030375	3	1.0	3533.370792343458	0.08475163041670157	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	2	202102	Q1	1874818.0	1874818.0	5908571.8	0.3173047672874179	389525.919054056	119323.0	119323.0	0.33333333333333337	observed_port_month_pre_entry	1625944.6599889721	39.0	41690.888717665955	work_only		20211	11817143.6	3939047.866666667	15492515.590553245	0.2542548912501047	10600.112377030375	3	1.0	3533.370792343458	0.08475163041670157	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	3	202103	Q1	2055116.9	2055116.9	5908571.8	0.34781956952778337	389525.919054056	136831.0	136831.0	0.33333333333333337	observed_port_month_pre_entry	1625944.6599889721	39.0	41690.888717665955	work_only		20211	11817143.6	3939047.866666667	15492515.590553245	0.2542548912501047	10600.112377030375	3	1.0	3533.370792343458	0.08475163041670157	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	4	202104	Q2	1879225.8	1879225.8	5870390.4	0.32011939103743425	416742.646700406	130945.0	130945.0	0.3333333333333333	observed_port_month_pre_entry	1625944.6599889721	39.0	41690.888717665955	work_only		20212	11740780.8	3913593.6	15492515.590553245	0.2526118871480344	10531.614075848292	3	1.0	3510.538025282764	0.08420396238267813	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	5	202105	Q2	1939299.0	1939299.0	5870390.4	0.3303526457116038	416742.646700406	139946.0	139946.0	0.3333333333333333	observed_port_month_pre_entry	1625944.6599889721	39.0	41690.888717665955	work_only		20212	11740780.8	3913593.6	15492515.590553245	0.2526118871480344	10531.614075848292	3	1.0	3510.538025282764	0.08420396238267813	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	6	202106	Q2	2051865.6	2051865.6	5870390.4	0.34952796325096197	416742.646700406	145913.0	145913.0	0.3333333333333333	observed_port_month_pre_entry	1625944.6599889721	39.0	41690.888717665955	work_only		20212	11740780.8	3913593.6	15492515.590553245	0.2526118871480344	10531.614075848292	3	1.0	3510.538025282764	0.08420396238267813	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	7	202107	Q3	1922524.0	1922524.0	5736715.4	0.3351262640639276	408566.326442004	150512.0	150512.0	0.32638709141398164	observed_port_month_pre_entry	1625944.6599889721	39.0	41690.888717665955	work_only		20213	11508768.8	3756313.57438798	15492515.590553245	0.24245988667446877	10108.368153843176	3	1.0	3369.4560512810585	0.08081996222482292	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	8	202108	Q3	2207186.2	2197548.0	5736715.4	0.3830672862035303	408566.326442004	156508.39390428414	161251.50681736224	0.32638709141398164	quarter_benchmarked_by_tons	1625944.6599889721	39.0	41690.888717665955	work_only		20213	11508768.8	3756313.57438798	15492515.590553245	0.24245988667446877	10108.368153843176	3	1.0	3369.4560512810585	0.08081996222482292	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	9	202109	Q3	1624674.2	1616643.4	5736715.4	0.28180644973254204	408566.326442004	115136.62593488797	119088.7115092014	0.32638709141398164	quarter_benchmarked_by_tons	1625944.6599889721	39.0	41690.888717665955	work_only		20213	11508768.8	3756313.57438798	15492515.590553245	0.24245988667446877	10108.368153843176	3	1.0	3369.4560512810585	0.08081996222482292	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	10	202110	Q4	1923009.5	1913204.5	6023263.699999999	0.31763585246981635	397432.6401498001	126238.85545331151	131158.64319885705	0.3207216192053087	quarter_benchmarked_by_tons	1625944.6599889721	39.0	41690.888717665955	work_only		20214	12108820.6	3883560.549498597	15492515.590553245	0.2506733349273921	10450.794110944109	3	1.0	3483.5980369813697	0.08355777830913069	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	11	202111	Q4	2204187.1999999997	2195341.9999999995	6023263.699999999	0.36447715214593707	397432.6401498001	144855.11685164014	149293.31231996237	0.3207216192053087	quarter_benchmarked_by_tons	1625944.6599889721	39.0	41690.888717665955	work_only		20214	12108820.6	3883560.549498597	15492515.590553245	0.2506733349273921	10450.794110944109	3	1.0	3483.5980369813697	0.08355777830913069	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2021	12	202112	Q4	1927213.6	1914717.2000000002	6023263.699999999	0.31788699538424664	397432.6401498001	126338.66784484846	132608.90094871746	0.3207216192053087	quarter_benchmarked_by_tons	1625944.6599889721	39.0	41690.888717665955	work_only		20214	12108820.6	3883560.549498597	15492515.590553245	0.2506733349273921	10450.794110944109	3	1.0	3483.5980369813697	0.08355777830913069	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	1	202201	Q1	1721866.8	1709356.62	5653663.34	0.3023449606392729	360499.0	108995.05596549725	114745.83031068169	0.31554793453390684	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20221	11395730.2	3595899.127115665	13032567.550840434	0.2759164004397411	10671.544047807745	3	1.0	3557.1813492692486	0.09197213347991369	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	2	202202	Q1	1906141.4	1889173.22	5653663.34	0.33415028564470556	360499.0	120460.8438246307	128260.90539276735	0.31554793453390684	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20221	11395730.2	3595899.127115665	13032567.550840434	0.2759164004397411	10671.544047807745	3	1.0	3557.1813492692486	0.09197213347991369	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	3	202203	Q1	2069856.9000000001	2055133.5000000002	5653663.34	0.36350475371602164	360499.0	131043.1002098721	137811.264296551	0.31554793453390684	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20221	11395730.2	3595899.127115665	13032567.550840434	0.2759164004397411	10671.544047807745	3	1.0	3557.1813492692486	0.09197213347991369	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	4	202204	Q2	1853583.5999999999	1829893.4	5677073.026	0.32233043182981946	374179.0	120609.27865165002	124936.18079157535	0.31122062389014343	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20222	11645267.799999999	3624247.510083798	13032567.550840434	0.2780915959917722	10755.673498282964	3	1.0	3585.224499427655	0.09269719866392408	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	5	202205	Q2	2106472.8	2049921.1999999997	5677073.026	0.36108769265636004	374179.0	135111.43175046414	145440.31200711883	0.31122062389014343	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20222	11645267.799999999	3624247.510083798	13032567.550840434	0.2780915959917722	10755.673498282964	3	1.0	3585.224499427655	0.09269719866392408	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	6	202206	Q2	1862577.5	1797258.426	5677073.026	0.3165818755138205	374179.0	118458.28959788584	130388.50720130584	0.31122062389014343	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20222	11645267.799999999	3624247.510083798	13032567.550840434	0.2780915959917722	10755.673498282964	3	1.0	3585.224499427655	0.09269719866392408	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	7	202207	Q3	1773857.0999999999	1658932.2999999998	4911781.522	0.3377455394890017	374345.0	126433.35398001035	141626.12704400037	0.2870669016298655	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20223	10736333.6	3082046.0214166194	13032567.550840434	0.23648801430673322	9146.583013661977	3	1.0	3048.861004553992	0.07882933810224439	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	8	202208	Q3	1982143.7000000002	1841461.3320000002	4911781.522	0.374907011590814	374345.0	140344.5652539633	158942.42482064283	0.2870669016298655	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20223	10736333.6	3082046.0214166194	13032567.550840434	0.23648801430673322	9146.583013661977	3	1.0	3048.861004553992	0.07882933810224439	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	9	202209	Q3	1612166.0	1411387.8900000001	4911781.522	0.2873474489201843	374345.0	107567.0807660264	134109.44813535683	0.2870669016298655	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20223	10736333.6	3082046.0214166194	13032567.550840434	0.23648801430673322	9146.583013661977	3	1.0	3048.861004553992	0.07882933810224439	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	10	202210	Q4	1478682.1	1348567.5344	4286928.0494	0.3145766662887533	322016.0	101298.71977163918	115031.31920027958	0.2817189865881742	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20224	9691838.4	2730374.8922243514	13032567.550840434	0.2095039892617535	8102.929169977039	3	1.0	2700.9763899923464	0.06983466308725117	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	11	202211	Q4	1613172.0	1371963.4849999999	4286928.0494	0.32003417579915305	322016.0	103056.12515414007	128513.84312750891	0.2817189865881742	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20224	9691838.4	2730374.8922243514	13032567.550840434	0.2095039892617535	8102.929169977039	3	1.0	2700.9763899923464	0.06983466308725117	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2022	12	202212	Q4	1754065.1	1566397.03	4286928.0494	0.36538915791209364	322016.0	117661.15507422075	137468.0876722115	0.2817189865881742	quarter_benchmarked_by_tons	1431039.0	37.0	38676.72972972973	work_only		20224	9691838.4	2730374.8922243514	13032567.550840434	0.2095039892617535	8102.929169977039	3	1.0	2700.9763899923464	0.06983466308725117	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	1	202301	Q1	1812451.1	1554172.86335	4212543.896116	0.36893926845081904	302791.0	111711.49003349195	139548.6269570134	0.25805728564756575	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20231	10064080.0	2597109.1673399536	8940131.864320112	0.2905000962798954	9312.97658658215	3	1.0	3104.3255288607165	0.0968333654266318	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	2	202302	Q1	1508859.5	1225659.659307	4212543.896116	0.2909547507474209	302791.0	88098.47993356232	118621.65851935084	0.25805728564756575	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20231	10064080.0	2597109.1673399536	8940131.864320112	0.2905000962798954	9312.97658658215	3	1.0	3104.3255288607165	0.0968333654266318	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	3	202303	Q1	1710729.4	1432711.373459	4212543.896116	0.34010598080176013	302791.0	102981.03003294575	132945.7145236358	0.25805728564756575	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20231	10064080.0	2597109.1673399536	8940131.864320112	0.2905000962798954	9312.97658658215	3	1.0	3104.3255288607165	0.0968333654266318	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	4	202304	Q2	1328739.8	937719.3430030001	3417397.671070001	0.27439573419893987	290606.0	79741.04673261712	120607.07626327378	0.21958227714436349	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20232	9715705.8	2133396.8036287	8940131.864320112	0.23863146942418645	7650.149917430323	3	1.0	2550.049972476774	0.07954382314139548	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	5	202305	Q2	1703804.9000000001	1169694.911220001	3417397.671070001	0.342276499197638	290606.0	99467.60432582878	155288.09704820722	0.21958227714436349	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20232	9715705.8	2133396.8036287	8940131.864320112	0.23863146942418645	7650.149917430323	3	1.0	2550.049972476774	0.07954382314139548	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	6	202306	Q2	1825308.2	1309983.416847	3417397.671070001	0.38332776660342216	290606.0	111397.3489415541	165254.57668851904	0.21958227714436349	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20232	9715705.8	2133396.8036287	8940131.864320112	0.23863146942418645	7650.149917430323	3	1.0	2550.049972476774	0.07954382314139548	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	7	202307	Q3	1688590.8	1334405.01300438	3696092.8959373804	0.36103124314627283	288594.0	104191.45058455547	145097.3971894218	0.21999063533907448	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20233	9967032.2	2192653.746123013	8940131.864320112	0.24525966500268864	7862.639451941194	3	1.0	2620.8798173137316	0.0817532216675629	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	8	202308	Q3	1693768.3	1245244.896296	3696092.8959373804	0.33690844125285135	288594.0	97229.75469492539	149031.02701186234	0.21999063533907448	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20233	9967032.2	2192653.746123013	8940131.864320112	0.24525966500268864	7862.639451941194	3	1.0	2620.8798173137316	0.0817532216675629	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	9	202309	Q3	1601157.0	1116442.986637	3696092.8959373804	0.30206031560087576	288594.0	87172.79472051914	143153.8257987158	0.21999063533907448	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20233	9967032.2	2192653.746123013	8940131.864320112	0.24525966500268864	7862.639451941194	3	1.0	2620.8798173137316	0.0817532216675629	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	10	202310	Q4	1353355.6	1013895.5643290001	3392096.1571390005	0.2988994171627939	240054.0	71752.00068759732	112121.43516112329	0.24435569881078983	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20234	8254246.4	2016972.1472284463	8940131.864320112	0.22560876929322954	7232.662615474907	3	1.0	2410.887538491636	0.0752029230977432	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	11	202311	Q4	1405591.0	1155025.30718	3392096.1571390005	0.3405048836098397	240054.0	81739.55933007646	111537.45673975603	0.24435569881078983	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20234	8254246.4	2016972.1472284463	8940131.864320112	0.22560876929322954	7232.662615474907	3	1.0	2410.887538491636	0.0752029230977432	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2023	12	202312	Q4	1368176.6	1223175.28563	3392096.1571390005	0.3605956992273663	240054.0	86562.43998232619	103806.35809912065	0.24435569881078983	quarter_benchmarked_by_tons	1122045.0	35.0	32058.428571428572	work_only		20234	8254246.4	2016972.1472284463	8940131.864320112	0.22560876929322954	7232.662615474907	3	1.0	2410.887538491636	0.0752029230977432	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	1	202401	Q1	1322543.7999999998	1150226.9565179998	3809156.0932130003	0.3019637232948861	280925.0	84829.15896661587	104861.55907122328	0.24449664956691433	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20241	9374352.799999999	2291997.8514582217	8266201.329661513	0.27727341254487387	8430.826458520693	3	1.0	2810.2754861735643	0.09242447084829128	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	2	202402	Q1	1688545.2	1386978.9117629998	3809156.0932130003	0.3641171109354806	280925.0	102289.59938954988	137347.67277316542	0.24449664956691433	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20241	9374352.799999999	2291997.8514582217	8266201.329661513	0.27727341254487387	8430.826458520693	3	1.0	2810.2754861735643	0.09242447084829128	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	3	202403	Q1	1676087.4	1271950.224932001	3809156.0932130003	0.3339191657696334	280925.0	93806.24164383426	140788.5181556113	0.24449664956691433	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20241	9374352.799999999	2291997.8514582217	8266201.329661513	0.27727341254487387	8430.826458520693	3	1.0	2810.2754861735643	0.09242447084829128	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	4	202404	Q2	1550867.2999999998	1103814.8659099997	3138286.4290029984	0.3517253414821892	262311.0	92261.42604953454	143374.32677162674	0.19550091001372846	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20242	9511593.399999999	1859525.1653805734	8266201.329661513	0.22495522323029576	6840.029956660442	3	1.0	2280.0099855534804	0.07498507441009858	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	5	202405	Q2	1674636.9	1061671.8590929988	3138286.4290029984	0.33829667339519454	262311.0	88738.93869496687	158821.14582077647	0.19550091001372846	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20242	9511593.399999999	1859525.1653805734	8266201.329661513	0.22495522323029576	6840.029956660442	3	1.0	2280.0099855534804	0.07498507441009858	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	6	202406	Q2	1530292.5	972799.704	3138286.4290029984	0.30997798512261626	262311.0	81310.6352554986	145050.52740759682	0.19550091001372846	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20242	9511593.399999999	1859525.1653805734	8266201.329661513	0.22495522323029576	6840.029956660442	3	1.0	2280.0099855534804	0.07498507441009858	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	7	202407	Q3	1701165.7	1082787.30113	3437041.9398429994	0.31503464900386424	309830.0	97607.18530086726	173270.238837125	0.19556474582989725	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20243	10441744.600000001	2042037.1287197024	8266201.329661513	0.247034526172534	7511.377309162153	3	1.0	2503.7924363873844	0.08234484205751133	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	8	202408	Q3	1743592.9000000001	1139406.2505719992	3437041.9398429994	0.33150781122678014	309830.0	102711.06515239329	176637.6558695013	0.19556474582989725	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20243	10441744.600000001	2042037.1287197024	8266201.329661513	0.247034526172534	7511.377309162153	3	1.0	2503.7924363873844	0.08234484205751133	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	9	202409	Q3	1776113.7000000002	1214848.3881410002	3437041.9398429994	0.3534575397693556	309830.0	109511.74954673945	178186.60529337375	0.19556474582989725	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20243	10441744.600000001	2042037.1287197024	8266201.329661513	0.247034526172534	7511.377309162153	3	1.0	2503.7924363873844	0.08234484205751133	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	10	202410	Q4	1431902.7000000002	945002.2485010002	3463331.074048999	0.27285934503402615	302369.0	82504.20729859345	140530.84796913754	0.2057924186236051	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20244	10071513.8	2072641.1841030158	8266201.329661513	0.2507368380522964	7623.950486183029	3	1.0	2541.3168287276762	0.08357894601743213	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	11	202411	Q4	1590222.6	1029347.6817420002	3463331.074048999	0.29721319150080105	302369.0	89868.05550090571	156710.64569091419	0.2057924186236051	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20244	10071513.8	2072641.1841030158	8266201.329661513	0.2507368380522964	7623.950486183029	3	1.0	2541.3168287276762	0.08357894601743213	quarter_flat_with_first_supported_quarter
Ashdod	Ashdod-Legacy	2024	12	202412	Q4	2013631.5999999999	1488981.1438059988	3463331.074048999	0.4299274634651728	302369.0	129996.73720050084	192522.25633994828	0.2057924186236051	quarter_benchmarked_by_tons	1155435.0	38.0	30406.184210526317	work_only		20244	10071513.8	2072641.1841030158	8266201.329661513	0.2507368380522964	7623.950486183029	3	1.0	2541.3168287276762	0.08357894601743213	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	1	201801	Q1	2432458.313	0.0	0.0	0.0	0.0	0.0	112403.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20181	15161772.646	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	2	201802	Q1	2617941.7199999997	0.0	0.0	0.0	0.0	0.0	112638.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20181	15161772.646	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	3	201803	Q1	2530486.29	0.0	0.0	0.0	0.0	0.0	126799.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20181	15161772.646	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	4	201804	Q2	2830216.76	0.0	0.0	0.0	0.0	0.0	130683.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20182	15912112.184	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	5	201805	Q2	2650406.0009999997	0.0	0.0	0.0	0.0	0.0	127879.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20182	15912112.184	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	6	201806	Q2	2475433.3310000002	0.0	0.0	0.0	0.0	0.0	131558.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20182	15912112.184	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	7	201807	Q3	2246470.07	0.0	0.0	0.0	0.0	0.0	135914.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20183	13568280.68	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	8	201808	Q3	2254746.21	0.0	0.0	0.0	0.0	0.0	127701.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20183	13568280.68	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	9	201809	Q3	2282924.06	0.0	0.0	0.0	0.0	0.0	111052.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20183	13568280.68	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	10	201810	Q4	2442325.644	0.0	0.0	0.0	0.0	0.0	121552.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20184	14419899.168	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	11	201811	Q4	2369774.08	0.0	0.0	0.0	0.0	0.0	119024.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20184	14419899.168	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
Haifa	Haifa-Bayport	2018	12	201812	Q4	2397849.86	0.0	0.0	0.0	0.0	0.0	111947.0	0.0	quarter_benchmarked_by_tons	0.0			work_only		20184	14419899.168	0.0	0.0	0.0		0	0.0	0.0	0.0	quarter_flat_with_first_supported_quarter
