entity	year	pool_type	month	share	rule_name	source_id	notes
HPC	2023	mapped_undated	2023-08	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2023	mapped_undated	2023-09	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2023	mapped_undated	2023-10	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2023	mapped_undated	2023-11	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2023	mapped_undated	2023-12	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-01	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-02	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-03	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-04	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-05	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-06	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-07	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-08	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-09	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-10	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-11	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	background	2024-12	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-01	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-02	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-03	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-04	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-05	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-06	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-07	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-08	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-09	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-10	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-11	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	lease_addition	2024-12	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-01	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-02	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-03	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-04	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-05	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-06	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-07	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-08	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-09	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-10	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-11	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
HPC	2024	mapped_undated	2024-12	0.08333333333333333	uniform	HPC_RULE	Generated default monthly shares
IPC	2018	background	2018-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	background	2018-12	0.15384615384615385	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-01	0.01282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-02	0.02564102564102564	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-03	0.038461538461538464	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-04	0.05128205128205128	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-05	0.0641025641025641	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-06	0.07692307692307693	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-07	0.08974358974358974	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-08	0.10256410256410256	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-09	0.11538461538461539	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-10	0.1282051282051282	backloaded	IPC_RULE	Generated default monthly shares
IPC	2018	mapped_undated	2018-11	0.14102564102564102	backloaded	IPC_RULE	Generated default monthly shares
