reform	target	spec_name	event_time	beta	se	t	pvalue	n_obs	r2
ashdod_comp	Ashdod-Legacy terminal	porttr	-22	-0.4970799268071384	2.6930186948420735e-12	-184580941736.1986	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-21	-0.41090947995307747	1.8152734269687492e-12	-226362306553.0345	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-20	-0.4927172543421219	1.8471315739339174e-12	-266747242749.3404	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-19	-0.5828879820931299	3.830836747632354e-12	-152156831651.30524	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-18	-0.48630229452736984	1.6677349626908326e-12	-291594471187.87866	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-17	-0.5271984750228045	2.810267060946896e-12	-187597286517.37796	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-16	4.7419969258406365	3.1814978045302688e-12	1490491968621.92	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-15	4.793696770550165	2.469262714068965e-12	1941347408373.121	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-14	4.352669744748475	5.036751512459896e-12	864181950207.5609	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-13	-1.085594690815642	8.287799902518385e-13	-1309870778233.6372	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-12	-1.0856000575215594	4.50600767613902e-12	-240922815837.668	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-11	-1.0856054242260154	3.473323151619842e-12	-312555261009.8272	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-10	-0.45915773437712604	5.4335017155934455e-12	-84504939615.53429	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-9	-0.4591631010820949	5.737222688471441e-12	-80032295417.91222	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-8	-0.4591684677893113	2.2018847221384747e-12	-208534290270.82126	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-7	-0.3093415822945963	8.898299427642484e-12	-34764123730.61189	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-6	-0.3093469490020797	2.804140305747442e-12	-110317928232.06236	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-5	-0.30935231570791877	3.3909819441712113e-12	-91227945415.53581	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-4	0.13139974049291503	2.80810138848727e-12	46793089819.20355	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-3	0.1313943737869378	5.615673391901547e-12	23397794817.701424	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	-2	0.13138900708158818	3.462526882256546e-12	37945989027.51661	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	0	-5.366706559151169e-06	1.8310077292197595e-12	-2931012.5093999812	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	1	-1.0733410216379955e-05	5.496426607009893e-12	-1952797.8782962465	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	2	-0.4576649181903325	1.531619491658168e-12	-298811108557.2915	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	3	-0.4576702848952378	3.696101381906275e-12	-123825143740.8335	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	4	-0.45767565160281665	8.371948818251622e-13	-546677555654.7138	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	5	0.013808815201852676	1.8405772554786804e-12	7502437162.44413	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	6	0.01380344849579851	1.871762019891462e-12	7374574518.078389	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	7	0.013798081791904726	3.851691640559116e-12	3582343312.898688	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	8	-0.049745112978755834	7.58605822222314e-13	-65574388597.531395	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	9	-0.04975047968521101	4.8956133111192985e-12	-10162256804.926535	0.0	95	1.0
ashdod_comp	Ashdod-Legacy terminal	porttr	10	-0.04975584639161923	2.4769425469345195e-12	-20087606171.24422	0.0	95	1.0
haifa_priv	Haifa-Legacy terminal	porttr	-24	-26.78142380529168				117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-23	-26.879039854498064				117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-22	-26.808677686742783				117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-21	-26.729952562950572				117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-20	-26.83798385388937				117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-19	-26.808533275856934				117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-18	-32.08917428175579	0.00017064222987895526	-188049.4312839101	0.0	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-17	-44.2080256346638				117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-16	-2.787330945235322	2.950851513218591	-0.9445852943630797	0.3448706376087636	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-15	0.8305482758589603	0.8792729244475547	0.9445852962898773	0.344870636624688	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-14	0.8229214508937737	0.8711986669300987	0.9445852962488536	0.3448706366456401	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-13	0.8152946258370473	0.8631244094741943	0.9445852960336455	0.34487063675555374	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-12	0.3900324299625937	0.4129139327039178	0.9445852974941114	0.3448706360096483	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-11	0.3824056048183061	0.40483967516788594	0.9445852970307901	0.3448706362462808	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-10	0.374778780327226	0.39676541788319997	0.9445852975965602	0.3448706359573245	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-9	0.26726378718711497	0.28294298890548414	0.9445852969213995	0.34487063630215	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-8	0.2596369625403385	0.27486873152736596	0.9445852974895002	0.3448706360120033	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-7	0.25201013764941865	0.2667944741797258	0.9445852970689802	0.34487063622677605	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-6	-0.04945496925614945	0.05235627753445387	-0.944585283466817	0.3448706431738239	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-5	-0.057081794266375885	0.0604305349354686	-0.9445852883369524	0.3448706406864942	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-4	-0.06470861911025816	0.06850479246229818	-0.9445852878960365	0.3448706409116836	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-3	0.015253649565136326	0.016148514542415386	0.9445853069067979	0.34487063120229644	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	-2	0.007626824891364237	0.008074257139377579	0.9445853358036808	0.34487061644375994	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	0	0.29747238727027936	0.314923796463885	0.9445852952696544	0.3448706371457475	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	1	0.28984556235868975	0.30684953909903967	0.944585294831218	0.34487063736967083	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	2	0.2822187376530434	0.29877528186760705	0.9445852946365886	0.344870637469074	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	3	-0.039734642982748286	0.04206570103241585	-0.9445853036450943	0.34487063286815	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	4	-0.047361467793830325	0.050139958675646516	-0.9445852977304959	0.3448706358889194	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	5	-0.05498829282840245	0.05821421595115184	-0.9445853032624146	0.34487063306359644	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	6	-0.020256565799038118	0.021444929933025388	-0.944585310481375	0.3448706293766488	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	7	-0.02788339065340978	0.029519187085509203	-0.9445853157351197	0.34487062669339796	117	0.9477066101302017
haifa_priv	Haifa-Legacy terminal	porttr	8	-0.03551021511580643	0.037593444188000175	-0.944585309561535	0.3448706298464397	117	0.9477066101302017
