row_key	row_label	reform	entity	estimator_family	horizon	m_start	m_end	TE	TE_se	TE_N	TE_R2	TE_status	TE_reason	dC	dC_se	dC_N	dC_R2	dC_status	dC_reason	eta	eta_se	eta_source	eta_entity	eta_status	eta_reason	CD	residual	share_explained	sign_consistent	share_valid	spec_te	spec_dC	status	reason	eta_family	eta_role	eta_spec
privatization_legacy	Privatization - Legacy	haifa_priv	Haifa--Legacy	NYT	[1,8]	1	8	0.1394604767451364	0.0959072925873854	84.0	0.9869690059047206	ok	exact requested window and preferred spec found	-0.119236280528304	0.1274988125214793	42.0	0.9351001347382534	ok	exact requested window and preferred spec found	0.251		HPC_labor_share	Haifa--Legacy	ok	preferred elasticity found	-0.029928306412604303	0.1693887831577407	-0.21460063174241253	False	False	porttr	relaxed_tr	ok	elasticity robustness row	manual	preferred	manual
privatization_legacy	Privatization - Legacy	haifa_priv	Haifa--Legacy	NYT	[1,8]	1	8	0.1394604767451364	0.0959072925873854	84.0	0.9869690059047206	ok	exact requested window and preferred spec found	-0.119236280528304	0.1274988125214793	42.0	0.9351001347382534	ok	exact requested window and preferred spec found	0.3333333333333333		one_third_benchmark	Haifa--Legacy	ok	preferred elasticity found	-0.039745426842767995	0.1792059035879044	-0.2849941988611056	False	False	porttr	relaxed_tr	ok	elasticity robustness row	manual	robustness	manual
privatization_legacy	Privatization - Legacy	haifa_priv	Haifa--Legacy	NYT	[1,8]	1	8	0.1394604767451364	0.0959072925873854	84.0	0.9869690059047206	ok	exact requested window and preferred spec found	-0.119236280528304	0.1274988125214793	42.0	0.9351001347382534	ok	exact requested window and preferred spec found	0.42		hazan_tsur_benchmark	Haifa--Legacy	ok	preferred elasticity found	-0.050079237821887675	0.18953971456702406	-0.35909269056499304	False	False	porttr	relaxed_tr	ok	elasticity robustness row	manual	robustness	manual
privatization_legacy	Privatization - Legacy	haifa_priv	Haifa--Legacy	NYT	[1,8]	1	8	0.1394604767451364	0.0959072925873854	84.0	0.9869690059047206	ok	exact requested window and preferred spec found	-0.119236280528304	0.1274988125214793	42.0	0.9351001347382534	ok	exact requested window and preferred spec found	0.7901415282932294	0.3371563508815043	legacy_ts_trend	Haifa--Legacy	ok	preferred elasticity found	-0.09421353692463434	0.23367401366977075	-0.6755572555284556	False	False	porttr	relaxed_tr	ok	elasticity robustness row	regression	robustness	TS+trend
