entity	delta	spec	spec_key	coef_log_KL	se_log_KL	p_log_KL	eta	eta_se	pvalue	N	R2
Haifa port cluster	0.04	TS+trend	preferred_cluster	-4.839539016417621	3.2966992720693398	0.1421055012750047	-4.839539016417621	3.2966992720693398	0.1421055012750047	35	0.3132587394278916
Haifa port cluster	0.06	TS+trend	preferred_cluster	-4.902929363691278	3.2969567500139725	0.13698640069114754	-4.902929363691278	3.2969567500139725	0.13698640069114754	35	0.3148072599276812
Haifa port cluster	0.08	TS+trend	preferred_cluster	-4.97191696525169	3.296975121356789	0.13154843471628552	-4.97191696525169	3.296975121356789	0.13154843471628552	35	0.3165210942027318
