series_id	level	freq	port	terminal	year	month	quarter	month_index	quarter_index	TEU	tons	L_hours	w	Pi	LP	LP_id	tons_source	log_LP	KL	log_KL	t_index
Haifa_port_M	port	M	Haifa		2018	12		24228		111947.0	2397849.86		1.061232992853268	54.0	57.30658161407647	54.0	port_row	4.048415479499324	6156.897310276397	8.725328246239783	0
Haifa_port_M	port	M	Haifa		2019	1		24229		123013.0	2470007.68		0.951466908269379	56.0	53.282146863085224	55.99999999999999	port_row	3.975601319397178	5824.0501215273	8.669751195870964	1
Haifa_port_M	port	M	Haifa		2019	2		24230		106443.0	2325576.96		1.035285197652739	56.0	57.97597106855339	56.0	port_row	4.060028632782318	6746.335631589869	8.816754767065541	2
Haifa_port_M	port	M	Haifa		2019	3		24231		125746.0	2816989.27		1.061542554201241	56.0	59.44638303526951	56.0	port_row	4.0850747808363055	5722.69078812195	8.652194391266056	3
Haifa_port_M	port	M	Haifa		2019	4		24232		127316.0	2526060.42		0.9401716325404004	56.0	52.649611422262424	56.0	port_row	3.963658858158873	5665.30352489581	8.642115751002235	4
Haifa_port_M	port	M	Haifa		2019	5		24233		118131.0	2426771.23		0.9734448503073804	56.0	54.51291161721329	55.99999999999999	port_row	3.9984375840179425	6119.5811070743775	8.719248926607325	5
Haifa_port_M	port	M	Haifa		2019	6		24234		112027.0	2482651.89		1.05012141964871	56.0	58.80679950032776	55.99999999999999	port_row	4.074257485979727	6468.110105990557	8.774639243741738	6
Haifa_port_M	port	M	Haifa		2019	7		24235		116265.0	2459658.8200000003		1.0024720408938124	56.0	56.138434290053496	55.99999999999999	port_row	4.02782068116209	6246.449790934132	8.739768547887788	7
Haifa_port_M	port	M	Haifa		2019	8		24236		104006.0	2214668.53		1.00901293833504	56.0	56.50472454676223	56.0	port_row	4.0343242549530896	6999.0836991712085	8.853534519350884	8
Haifa_port_M	port	M	Haifa		2019	9		24237		102448.0	2192670.23		1.0141827755980912	56.0	56.79423543349311	55.99999999999999	port_row	4.039434831729812	7122.211002195316	8.870973490216508	9
Haifa_port_M	port	M	Haifa		2019	10		24238		115624.0	2862368.2199999997		1.1730699408976926	56.0	65.69191669027079	56.0	port_row	4.184975884287681	6324.941805073811	8.75225611277455	10
Haifa_port_M	port	M	Haifa		2019	11		24239		112713.0	2138066.59		0.8988632250720135	56.0	50.33634060403275	56.0	port_row	3.918727293462016	6503.572817744479	8.78010696914204	11
Haifa_port_M	port	M	Haifa		2019	12		24240		115423.0	2168776.42		0.8903665165834997	56.0	49.860524928675986	56.0	port_row	3.9092296060920577	6365.35344282857	8.758625038566644	12
Haifa_port_M	port	M	Haifa		2020	1		24241		124007.0	2540187.838		1.1181619257961457	52.0	58.14442014139958	52.0	port_row	4.062929918064779	5487.663629415743	8.610257875511207	13
Haifa_port_M	port	M	Haifa		2020	2		24242		120547.0	2352277.288		1.0651657108614567	52.0	55.38861696479575	52.0	port_row	4.014374102691861	5631.07521727041	8.636055682876364	14
Haifa_port_M	port	M	Haifa		2020	3		24243		129194.0	2597155.57		1.097338682491358	52.0	57.061611489550614	52.0	port_row	4.0441315874046175	5241.998731095033	8.564458141818276	15
Haifa_port_M	port	M	Haifa		2020	4		24244		132637.0	2293926.19		0.9440604812893684	52.0	49.091145027047155	52.0	port_row	3.893678672854916	5093.408780577092	8.53570258688322	16
Haifa_port_M	port	M	Haifa		2020	5		24245		120993.0	2317983.4639999997		1.0457675394406347	52.0	54.379912050913006	52.0	port_row	3.995994821897261	5570.44488348429	8.625230201093414	17
Haifa_port_M	port	M	Haifa		2020	6		24246		112028.0	1967243.95		0.9585542663989104	52.0	49.844821852743344	52.0	port_row	3.908914616443671	6001.738306997093	8.699804424082934	18
Haifa_port_M	port	M	Haifa		2020	7		24247		124557.0	1982088.98		0.8686405039481963	52.0	45.169306205306206	52.00000000000001	port_row	3.8104177899139766	5385.561402046732	8.59147683709	19
Haifa_port_M	port	M	Haifa		2020	8		24248		113777.0	2307125.04		1.1068830148764763	52.0	57.55791677357677	51.99999999999999	port_row	4.052791689105295	5881.891527658922	8.679633677539428	20
Haifa_port_M	port	M	Haifa		2020	9		24249		113342.0	2066419.62		0.995205376843144	52.0	51.750679595843486	52.0	port_row	3.9464375643460814	5890.6376926590765	8.681119537790119	21
Haifa_port_M	port	M	Haifa		2020	10		24250		132974.0	2266698.5		0.9304908205572564	52.0	48.38552266897733	52.0	port_row	3.879200650568192	5009.665451940475	8.519124415789504	22
Haifa_port_M	port	M	Haifa		2020	11		24251		125407.0	2028255.749		0.8828481387920737	52.0	45.90810321718783	51.99999999999999	port_row	3.826641642164501	5373.417942841132	8.589219473454854	23
Haifa_port_M	port	M	Haifa		2020	12		24252		114971.0	2078591.49		0.986883538704978	52.0	51.31794401265886	51.99999999999999	port_row	3.938040476837735	5848.149523361793	8.673880569393072	24
Haifa_port_M	port	M	Haifa		2021	1		24253		127132.0	1498345.5		1.67817052052369	47.0	78.87401446461342	47.0	port_row	4.367851825881425	4770.532521497276	8.470213217378028	25
Haifa_port_M	port	M	Haifa		2021	2		24254		122928.0	1407982.1		1.6308924299708976	47.0	76.65194420863219	46.99999999999999	port_row	4.339274969753249	4923.704042691044	8.50181638043928	26
Haifa_port_M	port	M	Haifa		2021	3		24255		126274.0	1500388.3		1.6918767804810848	47.0	79.51820868261099	47.0	port_row	4.375986035467465	4784.435807804653	8.473123388430526	27
Haifa_port_M	port	M	Haifa		2021	4		24256		121885.0	1514385.1		1.7691516649132688	47.0	83.15012825092363	47.00000000000001	port_row	4.4206477480421205	4946.710735673814	8.506478136842517	28
Haifa_port_M	port	M	Haifa		2021	5		24257		134011.0	1459727.5		1.550994797516915	47.0	72.896755483295	46.99999999999999	port_row	4.289044131622184	4490.304100069663	8.409675706743435	29
Haifa_port_M	port	M	Haifa		2021	6		24258		130127.0	1498401.0		1.6396065171047212	47.0	77.06150630392189	46.99999999999999	port_row	4.3446038861640135	4615.003409603605	8.437067885745694	30
Haifa_port_M	port	M	Haifa		2021	7		24259		118613.0	6369.799999999999		0.0076466727669282	46.92175183270738	0.3587952819157292	45.95709601106281	sum_terminals	-1.0250032985056665	4940.972139850273	8.505317380264842	31
Haifa_port_M	port	M	Haifa		2021	8		24260		125500.0	7100.0		0.0080555207760324	46.92175183270738	0.377979146736211	45.9570960110628	sum_terminals	-0.9729162522488455	4660.4232106367745	8.446861540729225	32
Haifa_port_M	port	M	Haifa		2021	9		24261		105251.0	1730.4		0.0023409884706608	46.92175183270738	0.1098432800635779	45.95709601106281	sum_terminals	-2.2087006557725677	5545.846228996449	8.620804499321169	33
Haifa_port_M	port	M	Haifa		2021	10		24262		121087.0	18082.8		0.0212641074758019	46.719154997434934	0.9934411330441072	46.46193630149333	sum_terminals	-0.006580470840247311	4863.999036645424	8.489616225587888	34
