month	K_kNIS	series	L_hours	KL_kNIS_per_hour
2023-04	991085.0753732176	LEGACY	1312.1771861966583	755.2982065218454
2023-05	991597.0989187468	LEGACY	1312.1771861966583	755.6884156726486
2023-06	993855.2932827842	LEGACY	1312.1771861966583	757.409367985943
2023-07	997849.718160047	LEGACY	1255.8659441509797	794.5511404361212
2023-08	1003570.5063135404	LEGACY	1255.8659441509797	799.1063942672623
2023-09	1011007.8629560434	LEGACY	1255.8659441509797	805.0284886413805
2023-10	1020152.065137216	LEGACY	1387.2464129876014	735.3791335024586
2023-11	1030993.4611362692	LEGACY	1387.2464129876014	743.1941805608285
2023-12	1043522.4698601488	LEGACY	1387.2464129876014	752.2257474162778
2024-01	1035510.1077224882	LEGACY	1187.7713472178557	871.80930079513
2024-02	1027797.7843346492	LEGACY	1187.7713472178557	865.3161963723774
2024-03	1020384.3310766582	LEGACY	1187.7713472178557	859.0747145624687
2024-04	1013268.5902330688	LEGACY	1168.7025804021491	867.0029545792603
2024-05	1006449.4148380955	LEGACY	1168.7025804021491	861.1681292701327
2024-06	999925.6685229158	LEGACY	1168.7025804021491	855.5860877613898
2024-07	993696.225365112	LEGACY	1465.6506746457103	677.9898120029977
2024-08	987759.9697402274	LEGACY	1465.6506746457103	673.939559287548
2024-09	982115.7961754058	LEGACY	1465.6506746457103	670.0885914802388
2024-10	976762.6092050908	LEGACY	1444.2981619619268	676.2887573562108
2024-11	971699.3232287545	LEGACY	1444.2981619619268	672.7830504947839
2024-12	966924.8623706296	LEGACY	1444.2981619619268	669.4773197365038
