design	table_group	reform	target	target_key	spec_name	window	a	b	beta	se	pvalue	n_obs	r2
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	avg_pre	-12	-2	-2.1843142125058694	0.13908961365979527	0.0	42	0.9351001347382534
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	post_y1	1	8	-0.11923628052830404	0.12749881252147932	0.3496876994329554	42	0.9351001347382534
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	post_y1_2	1	8	-0.11923628052830404	0.12749881252147932	0.3496876994329554	42	0.9351001347382534
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	full_post	1	8	-0.11923628052830404	0.12749881252147932	0.3496876994329554	42	0.9351001347382534
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	avg_pre	-12	-2	1.3311595653372899	0.28639902410891804	3.3529995571157656e-06	42	0.40659949964518927
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	post_y1	1	8	-0.4659765361663853	0.26253243876650795	0.07590955008464362	42	0.40659949964518927
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	post_y1_2	1	8	-0.4659765361663853	0.26253243876650795	0.07590955008464362	42	0.40659949964518927
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	full_post	1	8	-0.4659765361663853	0.26253243876650795	0.07590955008464362	42	0.40659949964518927
