model	reform	target	fe_type	spec_name	event_time	j	beta_hat	se	tvalue	pvalue	N_m	n_obs	treated_n	control_n	cov_type	cluster_by	r2
1B	haifa_comp	Haifa-Legacy K/L	porttr	porttr	23	23	0.2256773495881719	0.2117285280038152	1.0658806903154086	0.2864775789087471	1	482	38	444	HC1		0.7976366728962531
1B	haifa_comp	Haifa-Legacy K/L	porttr	porttr	24	24	0.2843045571892624	0.2082931285619692	1.3649252817510928	0.1722765352443335	1	482	38	444	HC1		0.7976366728962531
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-12	-12	-0.1274890266092603	0.068674194210312	-1.856432799470936	0.0633918932413259	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-11	-11	-0.1072272843047565	0.0680626566498263	-1.575420202247279	0.1151594842768323	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-10	-10	-0.0888969689660426	0.0676194368141483	-1.3146659178835731	0.1886222057053471	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-9	-9	-0.0865772632774807	0.0584986766983304	-1.4799866965187545	0.138876797009742	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-8	-8	-0.0669972134051617	0.0580556428342768	-1.154017251973407	0.2484930960502696	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-7	-7	-0.0467944495913391	0.0577421153630261	-0.8104041443085568	0.4177079367557633	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-6	-6	-0.0468720482348787	0.0535286368441992	-0.8756443466196392	0.3812234091070079	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-5	-5	-0.0267008453494454	0.0532992741083141	-0.5009607690938591	0.6163987330517959	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-4	-4	-0.0065461090834482	0.0532313319661713	-0.1229747376527846	0.9021271025368915	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-3	-3	-0.0395918141507358	0.0753796891650628	-0.5252318574044478	0.59942202124126	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	-2	-2	-0.0194702801152715	0.0751566816770051	-0.2590625301812468	0.7955869946631257	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	0	0	0.029084212746163	0.0574765202094674	0.5060190255110866	0.6128432936541177	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	1	1	0.027865279594635	0.0574012057934183	0.4854476349315654	0.627358849399542	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	2	2	0.0268053186430377	0.0573380844241506	0.4674958871096743	0.6401451339950819	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	3	3	0.029237598833485	0.0560652911995345	0.521491964242714	0.6020241020187339	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	4	4	0.0280653300184052	0.0560200915433519	0.5009868646267118	0.6163803673405042	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	5	5	0.0268365094726264	0.0559804963034652	0.4793903456508869	0.6316609603452924	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	6	6	0.0256414812964607	0.0559540851239587	0.458259325296008	0.6467661427178983	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	7	7	0.024407600130225	0.0559283580245427	0.436408308635028	0.6625405117819476	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	8	8	-0.005956720984388	0.057128733234171	-0.104268389077899	0.9169563630070144	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	9	9	0.0130171062979531	0.0533870825266271	0.2438250168748369	0.8073663442957066	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	10	10	0.0116952067813809	0.0533612812536178	0.219170276774192	0.8265174082967489	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	11	11	0.0104293399882358	0.0533425745441433	0.1955162471508582	0.8449888197283469	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	12	12	0.0153546855921256	0.0533807810838561	0.2876444533099814	0.7736189134386229	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	13	13	0.0191678340930494	0.0534656391532311	0.358507527388103	0.719963535714325	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	14	14	0.0226890763460128	0.053620641229824	0.4231407127110788	0.6721925998131381	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	15	15	0.0291238196124256	0.0542600791157457	0.5367448792380071	0.5914438510478099	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	16	16	0.0325854685936581	0.0546023370963773	0.5967779096367668	0.5506556683769308	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	17	17	0.0360601354175859	0.0550188909468466	0.6554137096733438	0.51220142700314	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	18	18	0.0025117101462175	0.0547151020150992	0.0459052446895631	0.9633857739282172	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	19	19	0.005281265589541	0.0547319775004256	0.0964932354125152	0.923128846216596	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	20	20	0.0079687373506631	0.0547994441220848	0.145416390226697	0.8843821246790822	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	21	21	0.0055180700822288	0.0539960629421996	0.1021939338083901	0.9186027426675384	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	22	22	0.0080466113772086	0.0540932320895435	0.1487544941646049	0.8817473594207784	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	23	23	-0.0104101762739746	0.0542603492313706	-0.1918560499783143	0.8478549648572312	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	baseline	baseline	24	24					0	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-12	-12	-0.1274890266092567	0.0686741942103124	-1.8564327994708736	0.0633918932413347	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-11	-11	-0.1072272843047602	0.0680626566498262	-1.5754202022473345	0.1151594842768194	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-10	-10	-0.0888969689660399	0.0676194368141483	-1.3146659178835332	0.1886222057053606	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-9	-9	-0.0865772632774765	0.0584986766983305	-1.4799866965186803	0.1388767970097618	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-8	-8	-0.0669972134051581	0.0580556428342771	-1.1540172519733394	0.2484930960502974	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-7	-7	-0.0467944495913273	0.0577421153630261	-0.8104041443083531	0.4177079367558803	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-6	-6	-0.0468720482348716	0.0535286368441996	-0.8756443466195005	0.3812234091070835	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-5	-5	-0.0267008453494467	0.0532992741083143	-0.5009607690938814	0.6163987330517803	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-4	-4	-0.0065461090834428	0.0532313319661713	-0.1229747376526845	0.9021271025369708	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-3	-3	-0.0395918141507346	0.0753796891650629	-0.5252318574044303	0.599422021241272	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	-2	-2	-0.0194702801152688	0.0751566816770054	-0.2590625301812107	0.7955869946631535	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	0	0	0.029084212746155	0.0574765202094676	0.5060190255109462	0.6128432936542162	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	1	1	0.0278652795946421	0.0574012057934184	0.4854476349316883	0.6273588493994549	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	2	2	0.0268053186430385	0.0573380844241507	0.4674958871096888	0.6401451339950714	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	3	3	0.0292375988334961	0.0560652911995347	0.5214919642429101	0.6020241020185975	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	4	4	0.0280653300184079	0.056020091543352	0.5009868646267583	0.6163803673404715	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	5	5	0.0268365094726346	0.0559804963034653	0.4793903456510324	0.6316609603451888	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	6	6	0.0256414812964536	0.0559540851239588	0.45825932529588	0.6467661427179903	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	7	7	0.0244076001302233	0.0559283580245428	0.4364083086349968	0.6625405117819703	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	8	8	-0.0059567209843782	0.0571287332341712	-0.1042683890777276	0.9169563630071504	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	9	9	0.0130171062979559	0.0533870825266272	0.2438250168748882	0.8073663442956669	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	10	10	0.0116952067813871	0.0533612812536179	0.2191702767743078	0.8265174082966587	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	11	11	0.0104293399882319	0.0533425745441435	0.1955162471507858	0.8449888197284036	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	12	12	0.0153546855921327	0.0533807810838562	0.287644453310114	0.7736189134385215	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	13	13	0.0191678340930533	0.0534656391532313	0.3585075273881744	0.7199635357142716	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	14	14	0.0226890763460181	0.0536206412298242	0.4231407127111768	0.6721925998130667	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	15	15	0.0291238196124298	0.0542600791157457	0.5367448792380836	0.5914438510477571	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	16	16	0.032585468593667	0.0546023370963775	0.5967779096369277	0.5506556683768232	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	17	17	0.036060135417582	0.0550188909468468	0.655413709673271	0.5122014270031868	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	18	18	0.0025117101462219	0.0547151020150993	0.0459052446896441	0.9633857739281528	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	19	19	0.0052812655895447	0.0547319775004256	0.0964932354125821	0.9231288462165428	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	20	20	0.0079687373506729	0.0547994441220849	0.1454163902268749	0.8843821246789416	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	21	21	0.0055180700822351	0.0539960629421997	0.1021939338085071	0.9186027426674456	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	22	22	0.0080466113772095	0.0540932320895437	0.148754494164621	0.8817473594207657	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	23	23	-0.0104101762739665	0.0542603492313709	-0.191856049978165	0.8478549648573481	1	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Bayport K/L (SIPG central)	porttr	porttr	24	24					0	481	37	444	HC1		0.9954529591437972
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-12	-12	-0.9972297289865856	0.0287116370270303	-34.73259738021042	2.5383313706815756e-264	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-11	-11	-1.0049339929299834	0.0256430220805398	-39.18937439486184	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-10	-10	-1.0119894177367756	0.0229418977441477	-44.11097237999525	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-9	-9	-0.804752748972688	0.0200779036029965	-40.08151273585062	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-8	-8	-0.8122699730923166	0.0174802557732406	-46.46785399649388	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-7	-7	-0.8200195406219786	0.015074062081575	-54.39937398322673	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-6	-6	-0.5920279868480236	0.0131548173408289	-45.00465278301731	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-5	-5	-0.5998020517056502	0.0118082512737789	-50.79516329717263	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-4	-4	-0.6075889414011115	0.0113346848819125	-53.604396393117014	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-3	-3	0.0154166090717664	0.0118078979658912	1.3056184188159008	0.1916823535002523	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	-2	-2	0.0076035945216972	0.0131505601275324	0.5781954873373123	0.563132145124468	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	0	0	-0.3651190477870045	0.0148980814533038	-24.50778974000276	1.2200756888391856e-132	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	1	1	-0.366629229903422	0.014758622708725	-24.84169675851101	3.17940752742906e-136	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	2	2	-0.3680808122328365	0.0146617910414629	-25.104764567433676	4.41186057697653e-139	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	3	3	-0.4134594716218613	0.01457169196406	-28.37415673084675	4.2150775844213845e-177	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	4	4	-0.4149449260031986	0.0145122394286143	-28.592756345036268	8.267191221451016e-180	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	5	5	-0.4164468254687774	0.0144743231213987	-28.771419704808523	4.8881442462816474e-182	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	6	6	-0.4177131057293659	0.0144659500940979	-28.875608101246826	2.417456794060601e-183	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	7	7	-0.4192106972353627	0.014480622283114	-28.949770875814256	2.824967713821381e-184	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	8	8	-0.3605834896343092	0.0124156168810711	-29.0427365058319	1.9007118797916755e-185	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	9	9	-0.6047125352695523	0.0122464992156137	-49.37839986945585	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	10	10	-0.6060326894548425	0.0121005587965338	-50.083033324745045	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	11	11	-0.607340725120948	0.0119854104286684	-50.67333561379091	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	12	12	-0.6297230987046571	0.0118026123817424	-53.35455222428396	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	13	13	-0.6396719377452288	0.0119568313527647	-53.498449453108705	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	14	14	-0.6489203989552701	0.0123834855680153	-52.40207980145202	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	15	15	-0.6920784051819253	0.0130903224162109	-52.86946976377477	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	16	16	-0.7013446984624112	0.0139760220120474	-50.181997270600064	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	17	17	-0.7107445852496794	0.0150436772987942	-47.24540224660678	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	18	18	-0.7041829374856396	0.0137685863445867	-51.14417122150623	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	19	19	-0.7121384488295353	0.0133155200395654	-53.481835235387194	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	20	20	-0.7199546764024771	0.0130372153181844	-55.22304102765519	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	21	21	-0.6674963103188314	0.0129330684887134	-51.61159634323026	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	22	22	-0.6750399334835576	0.0129925402774741	-51.95596234971138	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	23	23	-0.6393978628386116	0.0148999250063436	-42.91282423008097	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	baseline	baseline	24	24					0	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-12	-12	-0.997229728986592	0.0287116370270298	-34.73259738021116	2.5383313706163044e-264	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-11	-11	-1.0049339929299874	0.0256430220805395	-39.189374394862426	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-10	-10	-1.0119894177367774	0.0229418977441472	-44.11097237999617	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-9	-9	-0.8047527489726916	0.0200779036029961	-40.08151273585158	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-8	-8	-0.8122699730923122	0.0174802557732404	-46.467853996494334	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-7	-7	-0.820019540621967	0.0150740620815748	-54.39937398322685	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-6	-6	-0.592027986848028	0.0131548173408288	-45.00465278301796	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-5	-5	-0.599802051705656	0.011808251273779	-50.79516329717283	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-4	-4	-0.6075889414011089	0.0113346848819127	-53.60439639311574	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-3	-3	0.0154166090717602	0.0118078979658916	1.305618418815332	0.1916823535004458	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	-2	-2	0.0076035945216954	0.0131505601275329	0.5781954873371543	0.5631321451245747	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	0	0	-0.3651190477869885	0.0148980814533043	-24.507789740000725	1.2200756889001787e-132	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	1	1	-0.3666292299034386	0.0147586227087256	-24.84169675851105	3.179407527425981e-136	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	2	2	-0.3680808122328418	0.0146617910414635	-25.10476456743305	4.4118605770461066e-139	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	3	3	-0.4134594716218661	0.0145716919640607	-28.37415673084579	4.215077584535576e-177	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	4	4	-0.4149449260032011	0.014512239428615	-28.592756345035156	8.267191221714033e-180	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	5	5	-0.4164468254687792	0.0144743231213993	-28.771419704807354	4.8881442464466164e-182	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	6	6	-0.4177131057293552	0.0144659500940985	-28.875608101244783	2.417456794203271e-183	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	7	7	-0.4192106972353616	0.0144806222831147	-28.94977087581275	2.824967713944371e-184	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	8	8	-0.3605834896343207	0.0124156168810716	-29.042736505831748	1.900711879800005e-185	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	9	9	-0.604712535269555	0.0122464992156142	-49.37839986945415	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	10	10	-0.6060326894548504	0.0121005587965343	-50.0830333247439	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	11	11	-0.6073407251209535	0.0119854104286689	-50.673335613789504	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	12	12	-0.6297230987046625	0.0118026123817429	-53.354552224281875	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	13	13	-0.6396719377452362	0.0119568313527653	-53.49844945310635	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	14	14	-0.6489203989552799	0.012383485568016	-52.40207980144973	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	15	15	-0.6920784051819223	0.0130903224162116	-52.869469763771626	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	16	16	-0.7013446984624068	0.0139760220120482	-50.18199727059695	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	17	17	-0.7107445852496572	0.0150436772987949	-47.2454022466031	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	18	18	-0.7041829374856352	0.0137685863445871	-51.14417122150448	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	19	19	-0.7121384488295257	0.0133155200395658	-53.48183523538481	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	20	20	-0.7199546764024882	0.0130372153181849	-55.22304102765402	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	21	21	-0.6674963103188297	0.012933068488714	-51.61159634322776	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	22	22	-0.6750399334835515	0.0129925402774747	-51.955962349708486	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	23	23	-0.639397862838611	0.0148999250063439	-42.91282423008009	0.0	1	481	37	444	HC1		0.9989983743491754
1B	haifa_priv	Haifa-Legacy K/L	porttr	porttr	24	24					0	481	37	444	HC1		0.9989983743491754
