design	table_group	reform	target	target_key	spec_name	event_time	m	j	beta	se	t	pvalue	n_event_obs	n_obs	r2	spec_display
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	18	18	18	0.5874714307807807	0.2984465657784636	1.9684308621492388	0.0490184838147237	1.0	72	0.3182604866052884	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	19	19	19	0.4266676030813718	0.3141542797668034	1.3581467150410529	0.1744171345182814	1.0	72	0.3182604866052884	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	20	20	20	0.4408509277788353	0.3298619937551443	1.3364708154467706	0.1813954334267435	1.0	72	0.3182604866052884	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	21	21	21	0.3240015963283579	0.3455697077434842	0.9375867996186278	0.3484567977426448	1.0	72	0.3182604866052884	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	22	22	22	0.3657188595880933	0.3612774217318244	1.012293704475022	0.3113976440728434	1.0	72	0.3182604866052884	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	23	23	23	0.3266175725260414	0.3769851357201648	0.8663937688208716	0.3862742598938598	1.0	72	0.3182604866052884	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-12	-12	-12	-4.206100088904701	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-11	-11	-11	-4.069930433039327	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-10	-10	-10	-3.802232720543507	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-9	-9	-9	-3.1649003402315437	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-8	-8	-8	-2.514903016087475	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-7	-7	-7	-2.658689103320703	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-6	-6	-6	-2.0527490136825515	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-5	-5	-5	-2.0070852003714985	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-4	-4	-4	-1.4726413835639518	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-3	-3	-3	-1.3702220514488894	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-2	-2	-2	-0.0777531591472335	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	0	0	0	-0.4350273171134811	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	1	1	1	-0.6714911419679488	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	2	2	2	3.0727281566246383	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	3	3	3	-0.0565240085475937	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	4	4	4	-1.5712330488553523	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	5	5	5	-1.4019502313763268	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	6	6	6	-1.3032391616101309	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	7	7	7	-1.9654840291674045	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	8	8	8	-0.8442211872840346	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	9	9	9	-2.4417072105686635	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	10	10	10	-2.124325727476561	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	11	11	11	-2.1117637881817237	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	12	12	12	-1.64093500791235	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	13	13	13	-1.6158750528090189	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	14	14	14	-0.6638853570312169	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	15	15	15	-2.0444616246906224	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	16	16	16	-0.885640830947021	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	17	17	17	-2.040006377770622	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	18	18	18	-2.2084951417700225	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	19	19	19	-2.0849301021517066	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	20	20	20	-2.193233950495989	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	21	21	21	-2.003808094820418	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	22	22	22	-2.21579076539099	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	23	23	23	-1.925917873938839	inf		1.0	1.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-12	-12	-12	-2.3811820991846453	0.1480932631446196	-16.07893599359287	3.58483097209754e-58	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-11	-11	-11	-2.362871792493782	0.1346302392223812	-17.550825179704297	5.862208244559993e-69	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-10	-10	-10	-2.4219742736704033	0.1211672153001434	-19.988693044326624	6.908157702819543e-89	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-9	-9	-9	-2.235886057141712	0.1077041913779053	-20.759508321236847	1.005905500210208e-95	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-8	-8	-8	-2.033283315773846	0.0942411674556675	-21.5753196895649	3.063556455397373e-103	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-7	-7	-7	-2.0167567732156244	0.0807781435334295	-24.966614544452888	1.4096029510786564e-137	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-6	-6	-6	-1.6904547171945523	0.0673151196111916	-25.112556093765033	3.626806018754654e-139	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-5	-5	-5	-1.6927637482702966	0.0538520956889533	-31.43357239145538	7.039598588786937e-217	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-4	-4	-4	-1.238824893339169	0.040389071766716	-30.67227938523868	1.3337000044394747e-206	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-3	-3	-3	-1.1430836312655213	0.0269260478444779	-42.45270742545848	0.0	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-2	-2	-2	-0.0632575531677019	0.01346302392224	-4.698614035974824	2.6193292324521557e-06	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	0	0	0	-0.4261588317609721	0.0134630239222359	-31.654020242593223	6.6763380121375616e-220	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	1	1	1	-0.4981382344419003	0.0269260478444737	-18.500235805832805	2.055726009992259e-76	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	2	2	2	3.0169492099604156	0.0403890717667115	74.69716628761378	0.0	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	3	3	3	-0.1311516718818553	0.0538520956889495	-2.4354051630486047	0.0148751233389649	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	4	4	4	-1.543636584570863	0.0673151196111875	-22.93149879977805	2.2543386785987e-116	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	5	5	5	-1.3151293479344714	0.0807781435334253	-16.280757274277804	1.3518564523231946e-59	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	6	6	6	-1.2335524695379672	0.0942411674556634	-13.089316514656955	3.79002884206558e-39	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	7	7	7	-1.6969638263017757	0.1077041913779011	-15.755782617109553	6.267859872994641e-56	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	8	8	8	-0.7170123080828583	0.121167215300139	-5.91754383648062	3.267847817040246e-09	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	9	9	9	-1.993836136587546	0.1346302392223769	-14.809719926993564	1.267674071064195e-49	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	10	10	10	-1.4802183563846265	0.1480932631446149	-9.99517685648654	1.6000137137928485e-23	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	11	11	11	-1.2914305828217865	0.161556287066853	-7.993688183037929	1.3096073644953157e-15	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	12	12	12	-0.913992821786155	0.1750193109890909	-5.222239858109856	1.7677179146979997e-07	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	13	13	13	-1.0353088412439249	0.1884823349113287	-5.492869354207567	3.9545534050909995e-08	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	14	14	14	-0.273364628161886	0.2019453588335667	-1.3536564035976657	0.1758460230558716	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	15	15	15	-1.1293750931509998	0.2154083827558045	-5.242948666632459	1.58030516312943e-07	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	16	16	16	-0.4071902966414908	0.2288714066780424	-1.7791226197787684	0.0752196610048315	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	17	17	17	-1.072044897595117	0.2423344306002804	-4.423824113393965	9.696897564957632e-06	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	18	18	18	-1.2463398638334446	0.2557974545225183	-4.872370079522144	1.1026736768791968e-06	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	19	19	19	-1.2638584494326306	0.2692604784447562	-4.693813428293134	2.681586185452332e-06	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	20	20	20	-1.3382587705975828	0.2827235023669942	-4.733454273852453	2.2073070815559503e-06	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	21	21	21	-1.2459620438905996	0.296186526289232	-4.2066803628801575	2.5914926959231063e-05	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	22	22	22	-1.396507248719569	0.3096495502114695	-4.509960527201961	6.483968943338035e-06	1.0	72	0.829184060515026	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	23	23	23	-1.12601544184756	0.3231125741337082	-3.4849013377659515	0.0004923185360539	1.0	72	0.829184060515026	Relaxed+Tr
