design	table_group	reform	target	target_key	spec_name	pre_min	pre_max	n_leads_total	n_bins_defined	n_bins_used	f_stat	pvalue	df_num	df_denom	n_obs	r2	spec_display
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-12.0	-2.0	11.0	2.0	2.0			2.0	0.0	42	1.0	Baseline
NYT	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	-12.0	-2.0	11.0	2.0	2.0	2.7260253313268152	0.0910256907162596	2.0	19.0	42	0.4065994996451892	Relaxed+Tr
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-12.0	-2.0	11.0	2.0	2.0			2.0	0.0	42	1.0	Baseline
NYT	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-12.0	-2.0	11.0	2.0	2.0	34.01296611660142	5.26619224435653e-07	2.0	19.0	42	0.9351001347382534	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	baseline	-12.0	-2.0	11.0	2.0	2.0			2.0	0.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Bayport	haifa_bayport_placebo	relaxed_tr	-12.0	-2.0	11.0	2.0	2.0	1.9082744243389376	0.1638888538484185	2.0	34.0	72	0.3182604866052884	Relaxed+Tr
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	baseline	-12.0	-2.0	11.0	2.0	2.0			2.0	0.0	72	1.0	Baseline
TWFE	privatization	haifa_priv	Haifa-Legacy	haifa_legacy	relaxed_tr	-12.0	-2.0	11.0	2.0	2.0	12.596771414309933	8.062651944254754e-05	2.0	34.0	72	0.829184060515026	Relaxed+Tr
